Local hr,Cloud,Humidity,Precip,Temp,Wind,Wbgt,class,alert color
18,9,22,0.0,80,6,64,0,Green
11,3,21,0.0,104,3,87,4,Black
12,5,13,0.0,111,3,87,4,Black
11,1,8,0.0,107,4,85,3,Red
18,93,91,0.05,75,12,74,0,Green
19,77,82,0.05,84,4,81,2,Orange
11,2,18,0.0,96,5,81,2,Orange
14,39,58,0.0,84,17,79,1,Yellow
15,49,78,0.5,89,12,87,4,Black
13,20,8,0.0,105,8,81,2,Orange
14,10,30,0.0,82,3,70,0,Green
21,59,82,0.11,84,2,80,1,Yellow
17,19,71,0.0,80,6,76,1,Yellow
15,80,63,0.0,84,7,78,1,Yellow
14,5,11,0.0,109,2,85,3,Red
15,41,64,0.0,91,13,86,4,Black
15,10,24,0.0,80,7,65,0,Green
20,6,82,0.0,84,4,81,2,Orange
14,52,54,0.03,91,10,84,3,Red
11,9,11,0.0,104,5,83,2,Orange
11,4,34,0.0,87,5,78,1,Yellow
14,37,61,0.03,89,12,86,4,Black
16,50,70,0.08,87,7,84,3,Red
13,2,8,0.0,111,5,85,3,Red
11,21,72,0.02,89,5,86,4,Black
13,4,7,0.0,107,6,82,2,Orange
13,4,8,0.0,107,5,82,2,Orange
13,42,68,0.63,89,8,86,4,Black
16,5,16,0.0,100,3,78,1,Yellow
18,0,25,0.0,75,2,61,0,Green
16,30,75,0.0,87,7,84,3,Red
10,6,11,0.0,102,5,82,2,Orange
9,2,32,0.0,95,2,83,2,Orange
13,32,80,0.03,87,9,87,4,Black
12,5,9,0.0,100,8,79,1,Yellow
10,14,80,0.0,86,2,83,2,Orange
13,8,10,0.0,109,9,84,3,Red
14,20,66,0.0,91,8,88,4,Black
12,50,64,0.0,89,10,86,4,Black
11,46,80,0.19,86,10,83,2,Orange
17,55,79,0.28,86,7,82,2,Orange
16,20,70,0.0,89,8,86,4,Black
19,31,27,0.0,71,7,58,0,Green
15,2,31,0.0,91,5,76,1,Yellow
12,18,73,0.0,89,4,88,4,Black
20,47,88,0.0,73,1,71,0,Green
18,7,13,0.0,75,5,57,0,Green
14,4,8,0.0,109,9,83,2,Orange
12,8,13,0.0,111,2,87,4,Black
12,5,15,0.0,100,7,81,2,Orange
13,5,11,0.0,111,2,86,4,Black
14,36,66,0.0,91,7,89,4,Black
19,36,78,0.02,86,5,82,2,Orange
13,50,66,0.05,87,8,85,3,Red
10,2,18,0.0,95,6,80,1,Yellow
15,23,59,0.0,86,5,79,1,Yellow
15,5,8,0.0,111,5,84,3,Red
22,48,87,0.0,71,2,69,0,Green
12,26,12,0.0,104,9,81,2,Orange
12,15,10,0.0,107,5,83,2,Orange
14,75,70,0.92,86,9,83,2,Orange
10,7,70,0.0,82,3,80,1,Yellow
15,83,75,0.11,84,12,79,1,Yellow
15,6,10,0.0,98,3,74,0,Green
10,12,70,0.0,84,5,82,2,Orange
16,55,78,0.09,89,10,86,4,Black
13,61,80,0.17,89,12,88,4,Black
10,3,77,0.0,87,3,85,3,Red
11,16,74,0.0,87,5,85,3,Red
15,34,72,0.0,84,9,82,2,Orange
13,87,90,0.06,68,5,68,0,Green
11,1,47,0.0,89,2,83,2,Orange
12,21,16,0.0,89,2,74,0,Green
13,100,93,0.04,64,6,64,0,Green
15,44,64,0.01,89,5,85,3,Red
19,33,78,0.0,64,3,61,0,Green
18,30,83,0.01,86,5,83,2,Orange
17,18,77,0.0,87,7,84,3,Red
11,1,18,0.0,100,5,84,3,Red
11,4,10,0.0,104,5,83,2,Orange
12,49,68,0.01,86,3,84,3,Red
12,2,11,0.0,104,6,82,2,Orange
11,28,12,0.0,96,16,76,1,Yellow
17,34,79,0.25,86,9,84,3,Red
8,6,13,0.0,98,8,80,1,Yellow
11,5,21,0.0,82,9,68,0,Green
13,5,11,0.0,104,4,81,2,Orange
16,36,72,0.16,89,6,85,3,Red
15,6,14,0.0,104,4,81,2,Orange
12,3,18,0.0,78,3,66,0,Green
21,43,97,0.0,80,4,79,1,Yellow
12,10,16,0.0,109,2,88,4,Black
14,0,16,0.0,100,3,79,1,Yellow
14,17,68,0.01,89,7,87,4,Black
13,52,67,0.02,89,15,86,4,Black
16,50,73,0.04,89,13,85,3,Red
18,9,72,0.0,89,5,85,3,Red
12,0,36,0.0,82,14,74,0,Green
12,9,12,0.0,95,5,75,0,Green
15,8,10,0.0,102,3,77,1,Yellow
17,12,58,0.0,84,6,78,1,Yellow
17,65,77,0.12,86,6,82,2,Orange
18,7,20,0.0,75,4,59,0,Green
15,42,73,0.18,89,14,86,4,Black
18,63,73,0.35,87,3,83,2,Orange
22,37,85,0.03,84,5,81,2,Orange
19,0,72,0.0,82,6,77,1,Yellow
16,5,57,0.0,86,7,78,1,Yellow
14,37,72,0.08,91,15,88,4,Black
15,7,10,0.0,102,11,77,1,Yellow
11,44,80,0.04,86,3,85,3,Red
13,8,17,0.0,102,4,82,2,Orange
15,6,10,0.0,105,6,79,1,Yellow
8,1,21,0.0,95,4,80,1,Yellow
13,4,11,0.0,102,12,79,1,Yellow
14,4,10,0.0,95,5,73,0,Green
19,43,65,0.0,84,5,78,1,Yellow
20,46,93,0.13,80,2,79,1,Yellow
10,1,34,0.0,87,4,79,1,Yellow
11,1,29,0.0,89,5,78,1,Yellow
17,34,70,0.0,86,11,82,2,Orange
16,51,71,0.08,89,9,85,3,Red
19,73,84,0.0,71,8,69,0,Green
10,1,20,0.0,98,3,83,2,Orange
12,47,75,0.0,86,2,85,3,Red
15,5,23,0.0,91,5,75,0,Green
17,7,16,0.0,86,5,67,0,Green
12,12,17,0.0,100,5,82,2,Orange
21,20,77,0.0,84,7,80,1,Yellow
18,100,94,0.02,68,6,66,0,Green
21,88,100,0.06,68,5,68,0,Green
12,72,66,0.0,68,5,66,0,Green
20,13,85,0.0,84,4,82,2,Orange
18,13,72,0.0,89,5,85,3,Red
20,25,79,0.0,84,3,80,1,Yellow
19,72,91,0.29,80,11,77,1,Yellow
14,17,57,0.0,89,10,84,3,Red
16,8,57,0.0,86,5,79,1,Yellow
8,3,31,0.0,87,6,76,1,Yellow
20,6,67,0.0,82,5,77,1,Yellow
10,4,12,0.0,104,5,84,3,Red
13,36,61,0.0,87,14,84,3,Red
13,3,42,0.0,89,5,81,2,Orange
14,19,68,0.0,89,2,86,4,Black
17,50,63,0.0,86,6,80,1,Yellow
19,72,77,0.53,86,11,82,2,Orange
13,17,16,0.0,107,4,86,4,Black
12,1,14,0.0,95,2,78,1,Yellow
12,0,15,0.0,93,8,77,1,Yellow
11,1,9,0.0,100,6,79,1,Yellow
19,69,80,0.22,84,4,81,2,Orange
11,0,10,0.0,102,3,82,2,Orange
10,2,41,0.0,84,4,76,1,Yellow
14,24,62,0.0,91,4,87,4,Black
13,5,8,0.0,111,2,85,3,Red
13,5,8,0.0,111,5,85,3,Red
14,85,84,1.29,82,15,81,2,Orange
13,4,9,0.0,113,6,87,4,Black
10,3,10,0.0,98,9,78,1,Yellow
13,29,66,0.0,75,4,70,0,Green
12,2,38,0.0,86,7,79,1,Yellow
11,0,27,0.0,95,2,82,2,Orange
16,28,58,0.0,82,6,76,1,Yellow
14,7,8,0.0,113,11,85,3,Red
11,2,10,0.0,111,6,88,4,Black
12,5,16,0.0,89,5,75,0,Green
18,24,69,0.0,80,2,76,1,Yellow
10,0,19,0.0,98,5,82,2,Orange
13,37,70,0.04,89,6,88,4,Black
14,44,65,0.01,86,4,82,2,Orange
14,5,9,0.0,102,4,79,1,Yellow
18,12,50,0.0,89,7,79,1,Yellow
10,2,40,0.0,84,5,75,0,Green
16,67,66,0.06,91,12,85,3,Red
11,2,9,0.0,107,5,85,3,Red
14,11,10,0.0,107,3,82,2,Orange
14,34,66,0.03,91,5,88,4,Black
16,45,61,0.05,89,6,83,2,Orange
15,0,23,0.0,91,5,75,0,Green
20,10,29,0.0,69,2,57,0,Green
17,2,22,0.0,73,2,59,0,Green
7,2,13,0.0,102,10,81,2,Orange
16,24,63,0.0,89,4,84,3,Red
12,33,58,0.0,62,8,59,0,Green
17,79,70,0.49,89,8,83,2,Orange
16,46,66,0.0,89,13,84,3,Red
17,62,66,0.07,91,6,86,4,Black
14,7,10,0.0,100,4,77,1,Yellow
9,2,10,0.0,104,8,84,3,Red
11,5,10,0.0,109,9,86,4,Black
19,13,17,0.0,95,4,75,0,Green
12,2,24,0.0,93,3,79,1,Yellow
14,4,12,0.0,107,7,84,3,Red
13,60,80,0.2,86,8,86,4,Black
20,88,78,0.0,71,6,68,0,Green
14,1,18,0.0,87,2,70,0,Green
17,2,46,0.0,77,2,68,0,Green
14,19,53,0.0,89,3,82,2,Orange
12,61,74,0.0,78,3,77,1,Yellow
16,29,68,0.01,89,7,85,3,Red
11,3,17,0.0,75,11,64,0,Green
10,2,12,0.0,107,3,87,4,Black
10,41,84,0.0,73,2,72,0,Green
13,3,54,0.0,91,9,85,3,Red
12,2,48,0.0,86,2,81,2,Orange
15,71,57,0.0,84,7,78,1,Yellow
16,6,17,0.0,86,3,68,0,Green
11,3,57,0.0,86,5,82,2,Orange
14,8,14,0.0,93,14,74,0,Green
18,7,13,0.0,89,4,69,0,Green
13,16,80,0.0,87,9,87,4,Black
17,1,54,0.0,89,6,81,2,Orange
9,6,11,0.0,107,7,87,4,Black
11,13,11,0.0,98,10,78,1,Yellow
14,5,38,0.0,95,9,86,4,Black
16,8,9,0.0,104,3,78,1,Yellow
12,57,77,0.04,87,5,86,4,Black
21,48,91,0.01,82,6,81,2,Orange
15,13,17,0.0,104,3,83,2,Orange
16,80,72,0.05,89,7,84,3,Red
10,10,32,0.0,87,5,78,1,Yellow
10,73,81,0.0,64,7,62,0,Green
10,26,80,0.0,86,2,83,2,Orange
16,69,80,0.12,89,15,85,3,Red
15,22,62,0.01,82,5,78,1,Yellow
14,5,20,0.0,100,5,81,2,Orange
20,17,76,0.0,77,2,72,0,Green
13,37,62,0.04,82,6,80,1,Yellow
16,7,11,0.0,102,3,78,1,Yellow
14,44,75,0.02,87,8,85,3,Red
12,4,12,0.0,107,10,84,3,Red
13,4,8,0.0,113,4,86,4,Black
10,3,51,0.0,84,5,78,1,Yellow
10,2,10,0.0,105,3,85,3,Red
11,3,7,0.0,111,3,87,4,Black
13,30,70,0.0,91,6,88,4,Black
7,16,45,0.0,48,3,44,0,Green
16,69,75,0.16,89,11,85,3,Red
15,4,22,0.0,93,5,76,1,Yellow
17,2,23,0.0,89,2,72,0,Green
11,2,7,0.0,109,5,86,4,Black
13,46,63,0.01,86,5,82,2,Orange
18,16,33,0.0,75,18,63,0,Green
17,4,51,0.0,80,9,72,0,Green
14,44,61,0.02,91,6,87,4,Black
17,23,70,0.01,89,7,85,3,Red
12,2,8,0.0,111,5,86,4,Black
17,63,70,0.11,89,7,84,3,Red
11,95,100,0.01,66,4,67,0,Green
10,3,11,0.0,107,4,86,4,Black
20,97,97,0.01,73,7,72,0,Green
16,51,68,0.04,91,7,86,4,Black
15,21,83,0.0,86,9,85,3,Red
16,40,79,0.02,84,10,82,2,Orange
8,2,27,0.0,100,5,86,4,Black
13,79,70,0.09,86,9,83,2,Orange
16,79,80,0.02,87,11,85,3,Red
17,10,12,0.0,100,7,78,1,Yellow
21,53,85,0.01,84,7,81,2,Orange
19,19,70,0.01,87,5,82,2,Orange
9,1,76,0.0,77,2,74,0,Green
11,2,12,0.0,95,9,76,1,Yellow
14,38,57,0.0,86,7,82,2,Orange
13,58,75,0.32,89,7,87,4,Black
20,71,81,0.0,66,2,63,0,Green
14,98,79,1.51,84,13,82,2,Orange
13,12,57,0.0,84,5,81,2,Orange
14,13,11,0.0,109,5,84,3,Red
11,5,11,0.0,105,3,84,3,Red
14,5,7,0.0,111,2,84,3,Red
15,35,72,0.13,86,9,84,3,Red
13,3,51,0.0,87,6,82,2,Orange
12,70,74,0.0,80,3,79,1,Yellow
12,51,72,0.0,82,2,81,2,Orange
16,45,72,0.6,87,8,84,3,Red
18,3,18,0.0,95,9,76,1,Yellow
11,3,12,0.0,109,3,88,4,Black
11,1,13,0.0,98,5,80,1,Yellow
18,76,82,0.3,84,8,81,2,Orange
18,6,14,0.0,75,3,58,0,Green
14,20,67,0.0,82,2,81,2,Orange
14,36,77,0.34,86,12,83,2,Orange
15,52,66,0.44,89,5,85,3,Red
18,36,73,0.01,89,8,84,3,Red
14,64,52,0.01,93,13,85,3,Red
11,4,7,0.0,111,14,85,3,Red
20,36,82,0.02,84,3,80,1,Yellow
17,39,60,0.0,82,6,76,1,Yellow
11,19,82,0.0,82,5,81,2,Orange
18,24,72,0.0,82,5,78,1,Yellow
14,69,74,0.06,84,13,82,2,Orange
10,1,15,0.0,86,16,70,0,Green
13,31,70,0.01,87,2,86,4,Black
13,8,9,0.0,113,5,87,4,Black
13,3,8,0.0,113,5,86,4,Black
18,80,74,0.39,86,6,82,2,Orange
12,6,10,0.0,109,5,85,3,Red
18,3,26,0.0,82,3,68,0,Green
19,50,81,0.0,64,6,61,0,Green
18,8,14,0.0,75,3,58,0,Green
10,2,63,0.0,86,4,81,2,Orange
21,40,88,0.06,82,4,79,1,Yellow
14,5,13,0.0,109,5,84,3,Red
18,58,73,0.3,89,7,84,3,Red
11,14,65,0.0,86,4,84,3,Red
14,8,8,0.0,109,2,83,2,Orange
19,58,88,0.28,82,5,79,1,Yellow
15,72,87,0.0,71,16,69,0,Green
14,39,65,0.32,86,13,82,2,Orange
12,6,12,0.0,109,5,85,3,Red
14,47,67,0.63,89,8,87,4,Black
11,3,13,0.0,95,4,77,1,Yellow
19,41,75,0.01,86,8,81,2,Orange
13,41,72,0.18,89,9,88,4,Black
14,14,38,0.0,68,13,59,0,Green
11,42,75,0.02,86,3,84,3,Red
11,17,74,0.0,87,6,85,3,Red
11,23,68,0.0,89,4,85,3,Red
10,1,26,0.0,98,2,85,3,Red
16,36,70,0.0,91,6,87,4,Black
11,3,11,0.0,105,3,84,3,Red
16,1,21,0.0,93,7,75,0,Green
19,80,91,0.01,68,10,66,0,Green
11,3,11,0.0,100,7,79,1,Yellow
18,2,29,0.0,84,2,69,0,Green
12,7,11,0.0,111,5,87,4,Black
9,2,10,0.0,98,2,80,1,Yellow
17,47,72,0.11,89,8,84,3,Red
16,43,15,0.0,87,6,69,0,Green
12,77,61,0.0,86,7,82,2,Orange
16,57,77,0.17,86,4,84,3,Red
10,3,7,0.0,107,4,85,3,Red
12,13,68,0.0,91,5,88,4,Black
9,10,14,0.0,102,5,84,3,Red
14,10,11,0.0,109,5,84,3,Red
17,75,78,0.32,87,12,84,3,Red
13,35,70,0.0,87,10,86,4,Black
17,49,80,0.03,86,9,82,2,Orange
17,14,75,0.02,89,8,85,3,Red
10,4,19,0.0,107,3,90,4,Black
12,6,9,0.0,111,5,86,4,Black
11,3,10,0.0,104,13,82,2,Orange
13,9,30,0.0,95,6,83,2,Orange
15,51,62,0.05,91,3,86,4,Black
19,85,97,0.02,64,6,63,0,Green
15,4,14,0.0,80,8,62,0,Green
18,32,68,0.21,87,5,82,2,Orange
11,46,75,0.01,86,3,83,2,Orange
13,4,7,0.0,109,3,83,2,Orange
11,1,21,0.0,96,12,81,2,Orange
12,8,9,0.0,111,7,86,4,Black
17,6,13,0.0,100,4,77,1,Yellow
15,97,88,0.07,75,10,74,0,Green
14,41,69,0.01,86,10,85,3,Red
12,35,68,0.0,91,5,88,4,Black
13,5,15,0.0,102,5,81,2,Orange
21,50,85,0.03,84,5,81,2,Orange
20,19,82,0.0,71,2,67,0,Green
17,11,70,0.0,91,5,86,4,Black
21,26,82,0.0,82,2,79,1,Yellow
13,4,13,0.0,107,5,84,3,Red
18,22,63,0.0,87,4,81,2,Orange
15,49,71,0.09,89,9,86,4,Black
11,4,9,0.0,111,7,87,4,Black
9,3,74,0.0,82,4,79,1,Yellow
11,1,10,0.0,109,4,87,4,Black
13,4,9,0.0,113,6,86,4,Black
15,98,91,0.03,75,9,73,0,Green
10,1,9,0.0,105,3,85,3,Red
11,1,20,0.0,91,5,78,1,Yellow
11,37,66,0.14,89,6,85,3,Red
17,27,59,0.0,87,6,80,1,Yellow
15,42,80,0.04,86,6,84,3,Red
12,13,73,0.0,89,3,87,4,Black
18,9,20,0.0,77,5,62,0,Green
19,24,80,0.01,86,5,82,2,Orange
13,21,68,0.0,91,3,89,4,Black
13,5,11,0.0,98,7,76,1,Yellow
7,1,10,0.0,96,5,77,1,Yellow
15,63,69,0.07,80,6,77,1,Yellow
14,5,18,0.0,100,5,81,2,Orange
14,77,82,0.17,87,16,86,4,Black
15,7,12,0.0,86,5,65,0,Green
17,56,70,0.08,89,8,85,3,Red
15,59,66,0.67,89,5,84,3,Red
20,69,88,0.0,77,1,75,0,Green
11,3,10,0.0,111,4,89,4,Black
9,2,19,0.0,71,6,61,0,Green
16,7,13,0.0,93,4,71,0,Green
15,37,58,0.0,89,9,84,3,Red
7,1,13,0.0,95,3,77,1,Yellow
19,92,84,0.0,68,7,65,0,Green
8,2,13,0.0,95,6,78,1,Yellow
18,51,78,0.07,86,6,82,2,Orange
14,62,72,0.17,89,6,87,4,Black
14,16,11,0.0,93,5,72,0,Green
19,82,73,0.0,69,3,65,0,Green
18,2,26,0.0,91,5,76,1,Yellow
15,6,17,0.0,86,4,69,0,Green
13,23,72,0.0,89,8,88,4,Black
17,29,65,0.0,59,5,55,0,Green
17,9,77,0.0,87,9,84,3,Red
21,50,88,0.25,82,2,80,1,Yellow
8,4,23,0.0,98,3,83,2,Orange
17,87,61,0.04,69,19,64,0,Green
17,45,78,0.02,87,10,84,3,Red
12,3,8,0.0,95,2,75,0,Green
18,42,73,0.0,68,5,64,0,Green
12,44,66,0.02,91,6,88,4,Black
11,37,61,0.02,84,11,77,1,Yellow
16,20,57,0.0,86,4,79,1,Yellow
19,60,80,0.04,86,5,82,2,Orange
12,47,77,0.0,86,2,86,4,Black
12,6,9,0.0,107,5,83,2,Orange
15,69,77,0.06,84,12,82,2,Orange
13,89,94,0.22,78,9,78,1,Yellow
12,0,22,0.0,100,5,84,3,Red
12,29,73,0.04,89,5,87,4,Black
14,9,13,0.0,95,13,74,0,Green
17,22,74,0.01,87,9,84,3,Red
11,17,75,0.0,86,3,84,3,Red
19,49,80,0.04,86,5,82,2,Orange
15,2,43,0.0,84,12,74,0,Green
14,64,70,0.38,89,9,86,4,Black
18,10,38,0.0,93,3,80,1,Yellow
13,64,77,0.66,87,9,87,4,Black
16,66,68,0.49,89,3,85,3,Red
17,72,74,0.03,78,6,75,0,Green
15,33,66,0.89,89,7,85,3,Red
11,10,61,0.0,86,7,83,2,Orange
8,3,41,0.0,80,1,72,0,Green
15,51,54,0.01,91,4,84,3,Red
16,33,70,0.01,87,9,84,3,Red
12,0,37,0.0,87,5,78,1,Yellow
17,66,72,0.0,80,6,76,1,Yellow
19,12,21,0.0,95,3,76,1,Yellow
15,8,42,0.0,89,5,79,1,Yellow
11,3,12,0.0,100,2,81,2,Orange
16,14,72,0.0,91,7,87,4,Black
12,3,11,0.0,109,5,86,4,Black
14,11,11,0.0,109,5,84,3,Red
12,25,75,0.0,89,5,87,4,Black
15,39,60,0.06,91,6,86,4,Black
13,9,7,0.0,111,5,85,3,Red
19,60,77,0.13,82,7,77,1,Yellow
17,3,21,0.0,86,5,68,0,Green
14,91,84,0.0,77,8,76,1,Yellow
13,7,16,0.0,84,13,68,0,Green
15,42,70,0.01,86,9,84,3,Red
12,49,68,0.02,89,4,85,3,Red
17,45,61,0.0,71,4,65,0,Green
18,39,77,0.16,86,5,82,2,Orange
14,2,20,0.0,95,3,78,1,Yellow
11,6,13,0.0,93,7,75,0,Green
14,61,75,0.02,87,5,85,3,Red
17,18,63,0.0,84,7,77,1,Yellow
13,34,73,0.0,89,6,88,4,Black
11,4,12,0.0,107,5,87,4,Black
11,1,8,0.0,102,5,81,2,Orange
12,11,80,0.0,87,7,87,4,Black
11,37,68,0.14,89,8,84,3,Red
13,31,63,0.0,86,18,82,2,Orange
14,11,11,0.0,111,4,87,4,Black
11,9,14,0.0,96,8,78,1,Yellow
10,3,20,0.0,95,5,81,2,Orange
12,5,12,0.0,102,5,80,1,Yellow
10,3,9,0.0,98,5,79,1,Yellow
10,3,11,0.0,98,4,80,1,Yellow
14,4,9,0.0,100,4,77,1,Yellow
13,27,66,0.0,91,9,89,4,Black
14,4,8,0.0,104,4,80,1,Yellow
16,0,20,0.0,82,14,65,0,Green
18,37,57,0.0,86,12,79,1,Yellow
17,57,71,0.09,89,7,84,3,Red
14,24,65,0.0,91,8,87,4,Black
15,44,73,0.16,89,6,86,4,Black
15,59,58,0.05,89,3,84,3,Red
11,11,14,0.0,105,5,86,4,Black
13,77,75,0.17,89,15,87,4,Black
13,17,63,0.0,84,6,81,2,Orange
10,2,9,0.0,105,9,84,3,Red
13,0,21,0.0,102,6,83,2,Orange
21,51,94,0.05,75,4,74,0,Green
11,18,74,0.0,89,2,86,4,Black
12,1,8,0.0,98,2,77,1,Yellow
9,1,24,0.0,82,1,70,0,Green
10,28,68,0.01,86,11,82,2,Orange
16,71,71,0.32,91,12,86,4,Black
14,45,39,0.01,95,8,85,3,Red
10,19,65,0.0,84,2,80,1,Yellow
13,50,63,0.0,87,6,84,3,Red
13,50,66,0.01,89,3,86,4,Black
13,37,72,0.01,91,11,90,4,Black
18,7,77,0.0,87,5,84,3,Red
12,37,73,0.11,89,6,87,4,Black
20,57,80,0.12,86,8,81,2,Orange
15,4,58,0.0,89,10,83,2,Orange
10,3,13,0.0,102,6,83,2,Orange
