Cloud,Humidity,Precip,Temp,Wind,Wbgt,class,alert color
12,14,0.0,100,6,77,1,Yellow
58,68,0.12,89,8,87,4,Black
35,71,0.01,89,5,83,2,Orange
2,50,0.0,89,5,84,2,Orange
3,8,0.0,111,7,87,4,Black
3,22,0.0,80,5,68,0,Green
61,75,0.02,87,5,85,3,Red
22,80,0.0,86,8,83,2,Orange
2,55,0.0,73,7,65,0,Green
10,11,0.0,100,2,77,1,Yellow
3,9,0.0,105,5,84,2,Orange
65,77,0.0,55,5,53,0,Green
68,72,0.18,89,9,87,4,Black
47,73,0.0,71,14,69,0,Green
30,73,0.02,89,9,87,4,Black
85,78,0.0,66,3,63,0,Green
29,21,0.0,80,9,63,0,Green
3,74,0.0,82,4,79,1,Yellow
30,75,0.0,89,6,86,3,Red
33,77,0.0,89,5,88,4,Black
13,68,0.0,91,5,88,4,Black
3,7,0.0,109,4,85,3,Red
57,75,0.03,87,5,86,3,Red
32,63,0.0,87,8,82,2,Orange
66,70,0.09,89,9,86,3,Red
63,75,0.12,89,14,88,4,Black
8,13,0.0,98,2,79,1,Yellow
74,71,0.01,75,5,71,0,Green
39,70,0.04,89,6,88,4,Black
18,56,0.01,93,7,87,4,Black
47,88,0.57,82,2,81,1,Yellow
3,7,0.0,111,3,87,4,Black
30,59,0.0,86,7,82,2,Orange
3,11,0.0,109,8,85,3,Red
3,21,0.0,104,3,87,4,Black
8,13,0.0,96,5,77,1,Yellow
25,66,0.0,91,8,89,4,Black
12,66,0.0,91,8,86,3,Red
34,72,0.04,89,9,88,4,Black
68,73,0.15,89,10,84,2,Orange
92,94,0.44,73,17,72,0,Green
9,15,0.0,95,7,73,0,Green
3,7,0.0,93,6,72,0,Green
96,87,0.59,80,16,79,1,Yellow
5,12,0.0,109,5,86,3,Red
14,66,0.06,89,7,84,2,Orange
4,12,0.0,87,4,69,0,Green
11,79,0.0,86,2,85,3,Red
2,24,0.0,89,2,73,0,Green
1,8,0.0,107,4,85,3,Red
73,78,0.1,89,9,85,3,Red
49,80,0.04,86,5,82,2,Orange
26,83,0.0,86,5,84,2,Orange
44,79,0.12,86,9,83,2,Orange
1,39,0.0,91,5,82,2,Orange
56,67,0.0,84,4,81,1,Yellow
4,7,0.0,113,7,86,3,Red
11,70,0.0,91,5,86,3,Red
35,73,0.0,86,22,82,2,Orange
95,87,0.09,66,8,64,0,Green
73,69,0.0,73,2,68,0,Green
34,73,0.0,89,13,86,3,Red
4,12,0.0,107,7,84,2,Orange
13,70,0.0,89,3,88,4,Black
9,9,0.0,107,5,84,2,Orange
49,78,0.5,89,12,87,4,Black
4,17,0.0,102,5,85,3,Red
4,12,0.0,104,6,85,3,Red
8,80,0.0,84,2,82,2,Orange
6,15,0.0,100,9,79,1,Yellow
52,77,0.0,82,3,81,1,Yellow
2,11,0.0,104,6,82,2,Orange
21,70,0.0,89,4,87,4,Black
1,66,0.0,71,6,65,0,Green
54,70,0.0,89,5,85,3,Red
3,43,0.0,86,5,79,1,Yellow
6,9,0.0,107,4,82,2,Orange
46,57,0.0,86,5,82,2,Orange
2,14,0.0,100,3,79,1,Yellow
4,14,0.0,109,3,88,4,Black
1,8,0.0,107,3,85,3,Red
14,36,0.0,55,3,49,0,Green
93,94,0.01,68,9,67,0,Green
39,84,0.0,66,2,63,0,Green
5,18,0.0,104,5,86,3,Red
17,76,0.0,77,2,72,0,Green
45,75,0.0,87,10,85,3,Red
14,70,0.0,89,9,87,4,Black
36,83,0.01,86,8,86,3,Red
4,14,0.0,109,2,89,4,Black
37,83,0.28,86,5,82,2,Orange
8,84,0.0,66,3,63,0,Green
15,70,0.0,89,6,88,4,Black
10,59,0.06,91,8,85,3,Red
98,96,0.06,69,8,70,0,Green
69,72,0.12,89,14,87,4,Black
57,74,0.11,86,5,82,2,Orange
5,17,0.0,80,5,62,0,Green
38,66,0.01,93,5,88,4,Black
29,63,0.01,87,12,83,2,Orange
5,11,0.0,109,4,85,3,Red
28,16,0.0,86,5,67,0,Green
37,64,0.03,89,5,83,2,Orange
10,15,0.0,96,5,80,1,Yellow
37,72,0.0,89,6,86,3,Red
3,42,0.0,91,6,80,1,Yellow
9,8,0.0,98,2,73,0,Green
65,90,0.16,77,3,75,0,Green
11,34,0.0,96,4,84,2,Orange
65,70,0.0,71,7,69,0,Green
16,66,0.0,91,5,89,4,Black
39,80,0.02,84,2,80,1,Yellow
39,65,0.01,89,14,86,3,Red
6,9,0.0,111,7,86,3,Red
3,8,0.0,95,2,75,0,Green
6,14,0.0,82,3,63,0,Green
2,10,0.0,102,4,83,2,Orange
12,75,0.0,87,5,85,3,Red
8,9,0.0,113,5,87,4,Black
48,18,0.0,87,10,70,0,Green
1,36,0.0,87,5,79,1,Yellow
37,75,0.02,87,5,85,3,Red
33,54,0.0,91,13,85,3,Red
5,13,0.0,111,3,87,4,Black
44,65,0.02,89,15,86,3,Red
3,12,0.0,93,5,71,0,Green
57,87,0.3,84,7,82,2,Orange
17,66,0.0,86,6,84,2,Orange
14,72,0.0,91,7,87,4,Black
59,93,0.0,59,4,58,0,Green
3,31,0.0,86,3,76,0,Green
2,18,0.0,93,5,77,1,Yellow
1,9,0.0,111,2,86,3,Red
14,70,0.0,89,4,86,3,Red
0,22,0.0,98,5,82,2,Orange
6,12,0.0,95,3,73,0,Green
65,68,0.06,89,11,83,2,Orange
8,11,0.0,105,10,85,3,Red
51,68,0.04,91,7,86,3,Red
28,75,0.0,89,6,86,3,Red
2,34,0.0,93,3,83,2,Orange
31,63,0.0,86,18,82,2,Orange
47,68,0.06,91,7,86,3,Red
30,70,0.03,89,7,85,3,Red
6,14,0.0,95,6,77,1,Yellow
98,93,0.13,64,7,62,0,Green
33,67,0.0,84,4,80,1,Yellow
20,65,0.0,91,9,87,4,Black
55,70,0.03,89,8,87,4,Black
52,77,0.16,87,6,83,2,Orange
11,16,0.0,86,8,68,0,Green
31,66,0.0,93,6,88,4,Black
44,79,0.18,89,17,87,4,Black
52,73,0.04,89,11,83,2,Orange
68,75,0.0,68,6,66,0,Green
2,38,0.0,80,2,68,0,Green
45,59,0.01,80,7,77,1,Yellow
6,80,0.01,87,5,86,3,Red
69,75,0.16,89,11,85,3,Red
24,74,0.0,86,3,84,2,Orange
6,11,0.0,107,8,85,3,Red
43,75,0.03,89,9,84,2,Orange
25,77,0.0,86,5,86,3,Red
2,22,0.0,95,5,79,1,Yellow
22,9,0.0,104,5,84,2,Orange
47,64,0.04,93,7,89,4,Black
3,14,0.0,104,6,84,2,Orange
34,73,0.0,89,6,88,4,Black
60,77,0.04,87,6,87,4,Black
46,73,0.28,89,5,87,4,Black
16,66,0.0,91,8,87,4,Black
7,15,0.0,91,15,72,0,Green
6,12,0.0,104,9,84,2,Orange
40,75,0.02,86,5,82,2,Orange
5,42,0.0,80,2,69,0,Green
64,68,0.06,89,12,86,3,Red
7,12,0.0,104,9,84,2,Orange
10,8,0.0,113,6,85,3,Red
4,63,0.0,68,7,63,0,Green
5,13,0.0,104,6,84,2,Orange
18,74,0.0,87,6,85,3,Red
77,82,0.05,84,4,81,1,Yellow
11,11,0.0,91,3,71,0,Green
98,87,0.04,68,7,67,0,Green
16,66,0.0,91,7,88,4,Black
64,61,0.0,71,5,66,0,Green
60,57,0.0,86,3,78,1,Yellow
49,66,0.0,91,5,87,4,Black
47,56,0.0,89,13,83,2,Orange
35,63,0.03,89,12,86,3,Red
2,7,0.0,109,5,85,3,Red
2,47,0.0,91,6,84,2,Orange
7,9,0.0,105,3,82,2,Orange
5,7,0.0,111,3,84,2,Orange
1,11,0.0,107,3,86,3,Red
22,73,0.0,87,6,83,2,Orange
38,73,0.0,89,5,88,4,Black
76,93,0.01,68,13,66,0,Green
36,77,0.0,82,12,79,1,Yellow
3,9,0.0,107,3,82,2,Orange
0,26,0.0,82,11,68,0,Green
6,12,0.0,100,11,77,1,Yellow
11,80,0.0,86,5,83,2,Orange
14,70,0.0,91,6,89,4,Black
6,9,0.0,113,6,88,4,Black
3,15,0.0,98,11,80,1,Yellow
54,70,0.08,89,13,87,4,Black
7,10,0.0,109,5,86,3,Red
36,80,0.0,86,5,85,3,Red
4,8,0.0,100,3,77,1,Yellow
7,11,0.0,104,5,81,1,Yellow
81,74,0.17,87,7,84,2,Orange
66,69,0.15,91,12,87,4,Black
2,15,0.0,78,6,62,0,Green
6,10,0.0,111,7,85,3,Red
25,67,0.01,86,12,82,2,Orange
7,64,0.0,91,4,88,4,Black
19,9,0.0,107,6,82,2,Orange
13,73,0.0,89,3,87,4,Black
8,53,0.0,84,5,80,1,Yellow
42,68,0.0,91,7,88,4,Black
17,20,0.0,98,2,82,2,Orange
8,22,0.0,86,7,68,0,Green
6,11,0.0,102,12,80,1,Yellow
37,22,0.0,80,6,64,0,Green
25,35,0.0,73,6,63,0,Green
47,77,0.51,86,10,82,2,Orange
1,8,0.0,105,5,84,2,Orange
99,76,0.07,73,8,69,0,Green
9,17,0.0,87,4,72,0,Green
50,73,0.04,89,13,85,3,Red
26,72,0.0,89,6,86,3,Red
3,11,0.0,105,3,84,2,Orange
9,40,0.0,68,10,59,0,Green
73,79,0.01,80,2,78,1,Yellow
6,14,0.0,95,2,73,0,Green
40,77,0.04,87,7,86,3,Red
34,77,0.03,89,9,87,4,Black
36,73,0.0,89,6,87,4,Black
6,13,0.0,107,3,82,2,Orange
66,70,0.03,89,7,86,3,Red
55,71,0.3,89,9,86,3,Red
43,58,0.0,75,2,71,0,Green
7,13,0.0,98,11,77,1,Yellow
22,9,0.0,104,5,84,2,Orange
2,63,0.0,86,7,79,1,Yellow
7,10,0.0,109,8,84,2,Orange
16,75,0.0,82,5,77,1,Yellow
13,9,0.0,100,12,79,1,Yellow
3,13,0.0,104,9,83,2,Orange
17,70,0.0,89,7,88,4,Black
25,75,0.0,89,5,87,4,Black
52,61,0.02,82,11,76,0,Green
7,11,0.0,102,3,82,2,Orange
3,8,0.0,86,1,68,0,Green
61,73,0.03,89,5,87,4,Black
1,22,0.0,82,12,69,0,Green
14,15,0.0,91,5,72,0,Green
6,10,0.0,102,4,78,1,Yellow
5,74,0.0,84,3,80,1,Yellow
25,75,0.0,87,6,83,2,Orange
47,75,0.02,89,9,88,4,Black
50,72,0.05,91,15,87,4,Black
29,66,0.0,73,2,68,0,Green
61,73,0.02,89,11,84,2,Orange
77,82,0.17,87,16,86,3,Red
5,9,0.0,114,5,87,4,Black
2,48,0.0,86,9,80,1,Yellow
0,26,0.0,93,1,80,1,Yellow
29,73,0.04,89,6,88,4,Black
76,82,0.3,84,8,81,1,Yellow
21,72,0.02,89,5,86,3,Red
67,72,0.0,60,4,57,0,Green
64,82,0.28,84,6,81,1,Yellow
47,82,0.0,80,7,76,0,Green
43,77,0.07,87,5,85,3,Red
13,13,0.0,100,8,78,1,Yellow
39,75,0.0,89,13,85,3,Red
8,8,0.0,111,5,85,3,Red
3,9,0.0,102,2,82,2,Orange
16,19,0.0,96,3,77,1,Yellow
4,7,0.0,113,3,86,3,Red
26,80,0.0,86,2,83,2,Orange
3,6,0.0,109,3,85,3,Red
5,14,0.0,93,6,72,0,Green
2,36,0.0,86,6,74,0,Green
2,17,0.0,105,5,87,4,Black
66,70,0.44,89,7,86,3,Red
3,10,0.0,105,5,85,3,Red
4,25,0.0,93,6,78,1,Yellow
1,54,0.0,89,6,81,1,Yellow
7,16,0.0,68,4,53,0,Green
31,11,0.0,102,2,82,2,Orange
16,68,0.0,91,5,88,4,Black
92,91,0.52,78,16,77,1,Yellow
14,70,0.0,91,6,88,4,Black
19,72,0.0,89,6,86,3,Red
8,13,0.0,111,2,87,4,Black
2,12,0.0,105,8,85,3,Red
92,71,0.0,73,6,68,0,Green
26,65,0.0,84,13,77,1,Yellow
63,66,0.0,71,6,66,0,Green
17,17,0.0,91,12,76,0,Green
1,8,0.0,105,5,84,2,Orange
53,67,0.0,84,2,82,2,Orange
31,71,0.01,89,5,83,2,Orange
19,9,0.0,104,5,82,2,Orange
7,82,0.0,86,4,84,2,Orange
5,8,0.0,111,5,84,2,Orange
20,24,0.0,86,6,74,0,Green
34,70,0.01,87,14,86,3,Red
32,70,0.18,89,6,88,4,Black
24,59,0.0,91,5,85,3,Red
51,72,0.13,89,9,87,4,Black
53,91,0.01,80,4,79,1,Yellow
1,9,0.0,105,3,85,3,Red
3,7,0.0,98,2,77,1,Yellow
8,72,0.0,89,7,84,2,Orange
62,78,0.16,87,10,84,2,Orange
4,12,0.0,109,5,84,2,Orange
40,50,0.0,77,4,70,0,Green
17,58,0.01,93,7,87,4,Black
14,20,0.0,98,4,82,2,Orange
1,10,0.0,107,6,86,3,Red
94,94,0.21,75,12,74,0,Green
6,33,0.0,82,2,69,0,Green
2,24,0.0,55,11,46,0,Green
42,75,0.02,86,3,84,2,Orange
12,74,0.0,87,4,85,3,Red
23,67,0.0,80,5,77,1,Yellow
