Local hr,Cloud,Humidity,Precip,Temp,Wind,Wbgt,class,alert color
12,0,11,0.0,107,2,85,3,Red
13,0,51,0.0,78,5,72,0,Green
9,2,30,0.0,93,4,82,2,Orange
19,1,57,0.0,68,9,62,0,Green
14,0,63,0.0,68,6,63,0,Green
19,33,78,0.0,64,3,61,0,Green
8,3,41,0.0,80,1,72,0,Green
17,25,51,0.0,84,4,76,0,Green
18,53,70,0.52,87,6,82,2,Orange
14,53,73,0.04,89,3,86,4,Black
19,47,80,0.0,84,6,81,2,Orange
9,1,39,0.0,78,6,71,0,Green
10,40,67,0.01,86,9,82,2,Orange
15,83,75,0.11,84,12,79,0,Green
21,40,91,0.03,82,10,80,0,Green
11,4,10,0.0,102,5,82,2,Orange
10,19,77,0.0,87,6,84,3,Red
18,1,57,0.0,75,3,67,0,Green
12,95,100,0.01,68,5,68,0,Green
15,87,60,0.04,73,17,67,0,Green
13,72,80,0.0,84,13,84,3,Red
17,65,77,0.12,86,6,82,2,Orange
17,3,17,0.0,77,5,60,0,Green
15,0,27,0.0,91,6,76,0,Green
18,37,57,0.0,86,12,79,0,Green
15,4,22,0.0,95,3,78,0,Green
13,2,11,0.0,84,9,66,0,Green
10,2,11,0.0,107,4,86,4,Black
21,7,84,0.0,71,2,69,0,Green
14,51,64,0.01,89,3,86,4,Black
10,3,15,0.0,84,3,70,0,Green
17,59,71,0.02,75,7,72,0,Green
10,18,64,0.0,73,9,72,0,Green
8,2,13,0.0,95,6,78,0,Green
12,5,11,0.0,107,8,84,3,Red
16,86,71,0.0,69,6,66,0,Green
10,0,55,0.0,86,2,80,0,Green
14,4,25,0.0,84,7,70,0,Green
11,3,10,0.0,93,3,75,0,Green
15,82,91,0.22,73,8,73,0,Green
15,13,64,0.0,59,5,54,0,Green
14,5,11,0.0,105,5,82,2,Orange
10,42,80,0.04,86,6,84,3,Red
17,16,20,0.0,93,3,74,0,Green
13,29,59,0.0,84,6,81,2,Orange
12,3,13,0.0,95,5,76,0,Green
15,5,12,0.0,105,5,82,2,Orange
16,4,15,0.0,104,2,80,0,Green
14,3,21,0.0,95,2,77,0,Green
17,21,52,0.0,86,2,77,0,Green
14,5,16,0.0,89,11,73,0,Green
15,7,16,0.0,95,3,74,0,Green
11,30,66,0.0,86,13,83,2,Orange
20,16,84,0.0,73,4,70,0,Green
19,3,13,0.0,93,7,72,0,Green
10,93,90,0.0,66,6,65,0,Green
14,8,14,0.0,89,6,71,0,Green
12,4,15,0.0,104,6,82,2,Orange
14,78,82,0.01,75,10,73,0,Green
15,11,13,0.0,95,5,74,0,Green
21,99,97,0.05,69,9,68,0,Green
15,0,64,0.0,75,8,69,0,Green
18,71,75,0.49,86,4,82,2,Orange
16,8,10,0.0,105,5,80,0,Green
12,72,66,0.0,68,5,66,0,Green
17,4,25,0.0,93,2,77,0,Green
15,9,10,0.0,102,5,78,0,Green
16,5,29,0.0,86,5,73,0,Green
19,91,74,0.02,73,18,69,0,Green
7,0,19,0.0,78,14,65,0,Green
12,77,79,0.0,82,8,81,2,Orange
12,4,12,0.0,91,8,72,0,Green
14,29,88,0.0,73,5,70,0,Green
17,99,82,0.39,75,21,71,0,Green
13,44,68,0.01,87,8,85,3,Red
13,2,21,0.0,93,7,76,0,Green
14,11,11,0.0,91,10,70,0,Green
16,13,17,0.0,68,5,56,0,Green
18,26,19,0.0,82,5,65,0,Green
10,3,34,0.0,66,5,59,0,Green
19,93,94,1.38,71,18,69,0,Green
15,34,72,0.0,84,9,82,2,Orange
8,4,10,0.0,89,5,71,0,Green
12,58,59,0.01,89,9,86,4,Black
8,2,11,0.0,98,2,79,0,Green
15,5,11,0.0,95,11,73,0,Green
13,11,63,0.0,86,12,82,2,Orange
19,8,23,0.0,66,4,54,0,Green
17,42,84,0.0,64,7,63,0,Green
11,3,19,0.0,100,6,84,3,Red
12,2,21,0.0,100,6,83,2,Orange
15,5,13,0.0,104,3,82,2,Orange
12,87,81,0.05,69,7,68,0,Green
12,4,66,0.0,89,5,87,4,Black
13,2,11,0.0,86,5,67,0,Green
17,35,80,0.0,55,8,52,0,Green
14,99,64,0.04,73,17,68,0,Green
17,61,56,0.0,75,3,68,0,Green
13,100,87,0.1,71,5,69,0,Green
15,6,7,0.0,96,6,73,0,Green
10,47,88,0.57,82,2,81,2,Orange
8,1,11,0.0,98,3,79,0,Green
17,83,63,0.0,84,7,77,0,Green
5,30,56,0.01,84,15,79,0,Green
18,93,90,0.12,68,9,67,0,Green
10,4,46,0.0,75,12,69,0,Green
17,69,58,0.0,75,2,68,0,Green
16,17,39,0.0,66,5,57,0,Green
8,34,23,0.0,82,4,70,0,Green
11,6,72,0.0,82,5,79,0,Green
12,28,11,0.0,91,11,72,0,Green
12,43,75,0.0,60,9,59,0,Green
7,8,13,0.0,96,5,77,0,Green
13,5,11,0.0,82,14,66,0,Green
22,33,93,0.0,77,5,76,0,Green
18,93,91,0.05,75,12,74,0,Green
19,91,84,0.39,73,18,70,0,Green
14,41,28,0.0,64,9,55,0,Green
12,9,59,0.0,86,6,82,2,Orange
11,2,9,0.0,98,3,79,0,Green
17,55,43,0.0,75,4,66,0,Green
15,0,26,0.0,82,11,68,0,Green
19,12,33,0.0,71,18,60,0,Green
14,4,10,0.0,93,9,72,0,Green
12,7,19,0.0,82,10,70,0,Green
13,20,42,0.0,66,11,59,0,Green
13,36,75,0.0,84,13,81,2,Orange
15,22,64,0.06,89,3,86,4,Black
14,43,68,0.0,91,9,87,4,Black
17,6,14,0.0,82,9,63,0,Green
15,58,90,0.0,77,6,77,0,Green
10,6,21,0.0,96,3,82,2,Orange
10,2,9,0.0,105,9,84,3,Red
17,99,81,0.16,71,5,68,0,Green
13,8,18,0.0,98,3,80,0,Green
13,53,11,0.0,100,9,77,0,Green
21,95,100,0.34,73,8,72,0,Green
10,35,64,0.0,59,4,57,0,Green
17,64,72,0.42,86,5,82,2,Orange
11,39,59,0.0,84,8,76,0,Green
16,9,14,0.0,87,7,68,0,Green
9,28,63,0.0,60,5,59,0,Green
15,14,21,0.0,80,11,64,0,Green
18,62,88,0.02,80,13,77,0,Green
17,7,16,0.0,89,4,70,0,Green
19,63,77,0.0,80,4,75,0,Green
13,1,47,0.0,73,4,66,0,Green
20,39,74,0.0,82,9,77,0,Green
17,98,100,0.02,75,9,74,0,Green
8,1,15,0.0,93,12,76,0,Green
18,76,68,0.02,86,6,81,2,Orange
8,11,27,0.0,84,3,73,0,Green
13,3,8,0.0,113,5,86,4,Black
0,66,84,0.0,77,4,75,0,Green
19,82,85,0.0,71,5,68,0,Green
18,39,68,0.17,87,3,82,2,Orange
16,59,86,0.0,60,8,58,0,Green
22,51,85,0.02,82,2,79,0,Green
18,82,88,0.04,75,9,72,0,Green
15,0,25,0.0,95,8,79,0,Green
20,5,21,0.0,77,6,62,0,Green
13,0,22,0.0,96,5,80,0,Green
11,10,29,0.0,78,3,69,0,Green
20,33,87,0.0,78,6,76,0,Green
19,64,74,0.0,82,5,77,0,Green
12,13,8,0.0,104,5,80,0,Green
17,79,52,0.0,73,15,65,0,Green
15,5,10,0.0,105,5,81,2,Orange
13,98,84,0.01,68,8,67,0,Green
14,46,10,0.0,75,5,59,0,Green
17,95,81,0.1,71,10,68,0,Green
13,12,15,0.0,89,7,72,0,Green
13,77,63,0.0,66,7,63,0,Green
12,2,14,0.0,82,11,67,0,Green
14,2,20,0.0,100,6,81,2,Orange
13,34,72,0.04,89,9,88,4,Black
12,1,14,0.0,89,2,74,0,Green
11,0,17,0.0,80,1,67,0,Green
18,98,96,0.2,68,5,67,0,Green
17,2,29,0.0,86,4,71,0,Green
16,6,40,0.0,73,4,62,0,Green
17,14,75,0.0,89,9,85,3,Red
16,96,91,0.02,77,8,75,0,Green
14,4,11,0.0,91,4,72,0,Green
20,2,49,0.0,82,2,72,0,Green
15,3,9,0.0,104,6,80,0,Green
13,64,19,0.0,80,10,64,0,Green
17,2,34,0.0,82,2,69,0,Green
16,13,16,0.0,98,3,76,0,Green
7,12,55,0.0,68,2,62,0,Green
18,24,70,0.0,64,5,59,0,Green
11,3,14,0.0,104,6,84,3,Red
16,15,18,0.0,91,4,72,0,Green
16,15,63,0.0,84,5,79,0,Green
13,12,8,0.0,109,9,83,2,Orange
21,11,87,0.0,71,2,69,0,Green
12,3,11,0.0,98,3,79,0,Green
13,8,8,0.0,100,10,76,0,Green
16,67,70,0.05,87,6,83,2,Orange
13,77,68,0.0,66,7,64,0,Green
13,1,43,0.0,89,8,81,2,Orange
17,0,48,0.0,75,1,67,0,Green
21,43,97,0.0,80,4,79,0,Green
13,81,73,0.0,71,7,69,0,Green
19,94,79,0.05,73,19,70,0,Green
11,2,9,0.0,105,6,83,2,Orange
19,63,70,0.01,84,6,79,0,Green
14,8,16,0.0,89,3,72,0,Green
13,4,8,0.0,105,5,81,2,Orange
12,13,16,0.0,84,4,69,0,Green
17,2,34,0.0,78,0,66,0,Green
11,7,12,0.0,93,4,76,0,Green
17,8,24,0.0,71,16,58,0,Green
10,4,57,0.0,82,2,78,0,Green
13,12,20,0.0,96,4,79,0,Green
16,4,27,0.0,57,11,48,0,Green
16,13,75,0.0,89,9,85,3,Red
21,42,90,0.0,60,3,59,0,Green
12,19,18,0.0,100,5,82,2,Orange
14,53,15,0.0,84,3,67,0,Green
21,6,76,0.0,77,5,73,0,Green
13,12,13,0.0,100,8,78,0,Green
17,2,25,0.0,89,3,72,0,Green
11,4,19,0.0,80,9,66,0,Green
17,25,62,0.0,82,2,77,0,Green
13,65,72,0.17,87,5,86,4,Black
20,52,80,0.0,64,4,61,0,Green
12,8,18,0.0,96,9,80,0,Green
12,0,9,0.0,104,3,83,2,Orange
13,7,12,0.0,96,15,75,0,Green
13,46,72,0.0,87,3,86,4,Black
19,9,37,0.0,62,4,53,0,Green
16,80,66,0.0,71,2,67,0,Green
13,2,14,0.0,91,4,73,0,Green
17,50,77,0.04,86,7,82,2,Orange
20,52,83,0.3,84,7,81,2,Orange
14,27,20,0.0,78,8,64,0,Green
13,63,75,0.12,89,14,88,4,Black
14,5,13,0.0,109,5,84,3,Red
12,2,14,0.0,78,13,64,0,Green
20,51,93,0.3,82,5,80,0,Green
21,61,94,0.0,77,7,76,0,Green
14,1,18,0.0,87,2,70,0,Green
15,5,13,0.0,87,5,67,0,Green
14,82,72,0.0,80,6,77,0,Green
16,37,13,0.0,91,7,71,0,Green
19,3,45,0.0,77,1,68,0,Green
9,5,74,0.0,84,3,80,0,Green
14,8,13,0.0,98,2,77,0,Green
18,50,55,0.0,77,5,70,0,Green
18,23,77,0.0,86,6,83,2,Orange
15,26,62,0.0,80,6,77,0,Green
9,31,11,0.0,102,2,82,2,Orange
18,50,80,0.02,86,9,83,2,Orange
18,2,67,0.0,84,9,78,0,Green
9,1,45,0.0,80,3,71,0,Green
17,2,20,0.0,86,5,70,0,Green
14,9,40,0.0,68,10,59,0,Green
8,12,76,0.0,71,4,70,0,Green
14,2,25,0.0,93,5,78,0,Green
13,7,18,0.0,86,8,71,0,Green
16,14,31,0.0,93,4,77,0,Green
20,14,71,0.0,78,2,73,0,Green
13,3,9,0.0,89,7,70,0,Green
10,35,62,0.0,77,5,75,0,Green
13,75,77,0.09,84,8,81,2,Orange
19,30,70,0.0,82,5,77,0,Green
18,7,19,0.0,87,2,71,0,Green
21,6,73,0.0,71,2,67,0,Green
15,57,28,0.0,78,11,65,0,Green
20,92,100,0.07,71,12,71,0,Green
13,4,17,0.0,84,8,68,0,Green
15,42,70,0.01,86,9,84,3,Red
11,15,77,0.0,87,4,86,4,Black
11,16,17,0.0,102,5,84,3,Red
14,5,32,0.0,93,7,81,2,Orange
16,2,42,0.0,82,5,71,0,Green
11,24,16,0.0,100,11,81,2,Orange
22,90,83,0.0,59,3,57,0,Green
20,3,27,0.0,75,11,61,0,Green
19,92,84,0.0,68,7,65,0,Green
14,14,9,0.0,111,4,84,3,Red
20,53,87,0.28,82,4,79,0,Green
9,6,23,0.0,80,3,68,0,Green
12,93,90,0.0,68,6,68,0,Green
14,26,52,0.0,87,9,82,2,Orange
14,68,72,0.18,89,9,87,4,Black
13,53,56,0.0,84,5,80,0,Green
11,0,36,0.0,89,5,79,0,Green
15,3,27,0.0,91,3,76,0,Green
12,9,15,0.0,102,3,83,2,Orange
9,0,14,0.0,89,9,74,0,Green
11,1,22,0.0,95,6,80,0,Green
17,31,37,0.0,66,4,55,0,Green
15,78,66,0.0,68,9,64,0,Green
16,15,66,0.0,71,15,67,0,Green
10,2,43,0.0,66,13,61,0,Green
16,53,13,0.0,89,10,68,0,Green
14,2,13,0.0,93,7,73,0,Green
16,30,79,0.0,68,6,64,0,Green
13,5,9,0.0,104,5,81,2,Orange
20,17,79,0.0,84,7,81,2,Orange
20,9,91,0.0,66,4,65,0,Green
16,43,79,0.12,86,9,85,3,Red
17,12,36,0.0,60,4,51,0,Green
15,60,57,0.0,71,6,65,0,Green
18,13,67,0.0,82,10,77,0,Green
17,50,68,0.06,91,7,85,3,Red
12,31,30,0.0,62,10,56,0,Green
9,6,16,0.0,80,2,67,0,Green
14,2,15,0.0,104,5,82,2,Orange
16,26,53,0.0,87,4,79,0,Green
11,10,23,0.0,93,3,80,0,Green
10,20,73,0.0,89,6,86,4,Black
10,86,90,0.0,71,11,69,0,Green
15,55,68,0.0,71,5,67,0,Green
9,23,27,0.0,80,3,68,0,Green
16,81,63,0.0,84,6,78,0,Green
15,49,67,0.06,80,4,77,0,Green
8,6,39,0.0,68,2,60,0,Green
13,16,12,0.0,93,5,75,0,Green
18,8,14,0.0,75,3,58,0,Green
12,5,7,0.0,105,2,82,2,Orange
12,2,31,0.0,84,4,73,0,Green
13,2,15,0.0,98,2,79,0,Green
11,4,10,0.0,96,7,76,0,Green
8,7,9,0.0,95,2,76,0,Green
16,7,9,0.0,107,6,81,2,Orange
17,29,68,0.1,89,2,83,2,Orange
19,13,15,0.0,91,3,70,0,Green
10,43,75,0.03,89,9,84,3,Red
16,7,16,0.0,64,4,52,0,Green
9,18,64,0.0,73,8,72,0,Green
9,15,22,0.0,80,3,67,0,Green
16,25,67,0.02,84,3,80,0,Green
13,4,9,0.0,113,2,86,4,Black
11,4,7,0.0,104,4,82,2,Orange
14,3,11,0.0,105,8,82,2,Orange
17,32,72,0.0,68,5,64,0,Green
11,13,11,0.0,98,10,78,0,Green
11,17,77,0.01,86,6,84,3,Red
13,1,30,0.0,89,9,77,0,Green
18,9,13,0.0,95,6,73,0,Green
17,65,73,0.02,87,9,83,2,Orange
17,1,27,0.0,93,4,77,0,Green
8,3,19,0.0,80,12,65,0,Green
17,100,90,0.05,71,10,70,0,Green
15,25,17,0.0,93,5,73,0,Green
11,19,72,0.0,89,6,86,4,Black
12,2,7,0.0,109,5,85,3,Red
15,67,70,0.0,60,4,57,0,Green
16,3,18,0.0,86,6,68,0,Green
11,4,11,0.0,100,6,79,0,Green
18,31,62,0.0,91,4,84,3,Red
19,3,20,0.0,71,5,56,0,Green
17,18,83,0.0,55,4,53,0,Green
19,14,22,0.0,77,5,62,0,Green
19,7,19,0.0,73,5,58,0,Green
21,37,77,0.03,84,5,80,0,Green
11,2,24,0.0,89,5,77,0,Green
18,3,17,0.0,93,5,74,0,Green
14,14,16,0.0,89,7,71,0,Green
16,6,27,0.0,75,7,62,0,Green
18,12,46,0.0,62,4,54,0,Green
18,3,31,0.0,86,3,72,0,Green
18,92,85,0.04,75,16,72,0,Green
17,2,36,0.0,82,4,70,0,Green
13,22,73,0.0,89,9,87,4,Black
8,1,23,0.0,89,3,76,0,Green
14,4,29,0.0,71,9,63,0,Green
14,4,8,0.0,105,5,80,0,Green
14,4,29,0.0,69,3,59,0,Green
13,89,87,0.02,66,5,65,0,Green
0,58,87,0.19,80,5,77,0,Green
17,1,51,0.0,82,10,73,0,Green
10,6,14,0.0,82,2,68,0,Green
8,1,22,0.0,98,3,83,2,Orange
14,27,72,0.03,86,8,85,3,Red
9,1,32,0.0,68,6,59,0,Green
18,4,10,0.0,86,5,65,0,Green
18,3,29,0.0,71,2,58,0,Green
10,33,72,0.02,84,10,81,2,Orange
15,3,19,0.0,87,6,71,0,Green
16,13,20,0.0,87,5,69,0,Green
18,61,77,1.2,86,5,82,2,Orange
17,60,68,0.01,86,10,80,0,Green
13,0,37,0.0,87,6,76,0,Green
13,13,21,0.0,82,11,67,0,Green
7,42,19,0.0,80,5,65,0,Green
11,0,41,0.0,84,5,76,0,Green
8,4,12,0.0,104,6,85,3,Red
15,2,20,0.0,96,5,78,0,Green
15,82,87,0.0,68,14,67,0,Green
19,30,79,0.0,78,1,75,0,Green
15,1,23,0.0,82,12,67,0,Green
9,0,39,0.0,82,5,72,0,Green
15,6,9,0.0,105,3,81,2,Orange
15,40,78,0.07,89,12,87,4,Black
17,4,21,0.0,89,6,73,0,Green
16,9,10,0.0,104,4,79,0,Green
8,2,14,0.0,93,13,75,0,Green
13,39,77,0.01,87,5,87,4,Black
16,89,87,0.08,69,15,67,0,Green
20,94,84,0.02,68,5,65,0,Green
15,11,13,0.0,87,10,68,0,Green
15,4,17,0.0,105,3,84,3,Red
12,3,18,0.0,71,11,58,0,Green
21,81,90,0.01,64,4,62,0,Green
13,0,32,0.0,91,4,81,2,Orange
13,4,67,0.0,57,4,54,0,Green
14,99,90,0.06,75,8,73,0,Green
17,100,79,0.03,71,6,68,0,Green
14,97,74,0.22,84,8,80,0,Green
15,3,22,0.0,91,5,75,0,Green
12,10,17,0.0,86,8,72,0,Green
11,2,63,0.0,86,3,83,2,Orange
12,3,18,0.0,102,8,83,2,Orange
14,4,8,0.0,104,3,79,0,Green
15,0,44,0.0,82,6,72,0,Green
14,27,71,0.0,73,8,69,0,Green
12,4,12,0.0,102,6,81,2,Orange
11,38,12,0.0,100,16,78,0,Green
14,3,31,0.0,89,2,75,0,Green
16,59,79,0.22,84,12,80,0,Green
19,70,63,0.0,84,2,77,0,Green
11,12,74,0.0,87,4,85,3,Red
18,10,18,0.0,77,6,61,0,Green
16,90,90,0.1,71,8,69,0,Green
13,96,93,0.15,66,5,66,0,Green
10,0,16,0.0,93,1,78,0,Green
14,40,67,0.02,89,7,87,4,Black
19,100,87,0.03,69,5,67,0,Green
14,44,65,0.01,86,4,82,2,Orange
14,91,90,0.59,80,16,80,0,Green
12,3,11,0.0,95,2,75,0,Green
17,5,63,0.0,80,11,75,0,Green
7,1,53,0.0,73,2,68,0,Green
13,3,7,0.0,104,4,80,0,Green
19,84,91,0.02,71,5,70,0,Green
14,37,68,0.09,91,15,88,4,Black
12,8,13,0.0,100,11,79,0,Green
13,3,13,0.0,93,4,74,0,Green
15,26,54,0.0,89,5,81,2,Orange
14,88,85,0.01,78,7,77,0,Green
17,17,15,0.0,91,5,70,0,Green
8,1,57,0.0,73,3,69,0,Green
15,12,15,0.0,100,5,78,0,Green
12,26,11,0.0,96,19,75,0,Green
19,16,22,0.0,77,8,62,0,Green
18,3,53,0.0,86,8,77,0,Green
13,95,90,1.39,80,15,79,0,Green
12,3,7,0.0,104,4,81,2,Orange
10,12,33,0.0,57,7,51,0,Green
13,3,32,0.0,71,7,63,0,Green
13,79,90,0.03,71,5,71,0,Green
12,5,54,0.0,78,6,73,0,Green
20,48,87,0.0,69,5,67,0,Green
18,1,43,0.0,77,3,67,0,Green
12,7,13,0.0,102,5,80,0,Green
13,70,61,0.0,71,7,67,0,Green
18,74,65,0.0,82,5,77,0,Green
10,2,37,0.0,68,3,62,0,Green
10,62,87,0.0,73,4,71,0,Green
12,8,9,0.0,109,5,85,3,Red
13,10,13,0.0,111,2,87,4,Black
14,7,9,0.0,95,12,73,0,Green
11,30,18,0.0,93,4,78,0,Green
19,9,23,0.0,75,5,60,0,Green
15,2,12,0.0,102,5,80,0,Green
18,4,27,0.0,89,2,74,0,Green
18,100,94,0.02,68,6,66,0,Green
17,55,80,0.25,87,8,84,3,Red
8,8,66,0.0,71,2,68,0,Green
10,8,12,0.0,95,9,77,0,Green
16,14,70,0.0,91,6,88,4,Black
14,15,9,0.0,104,6,79,0,Green
13,74,71,0.0,73,8,70,0,Green
13,3,19,0.0,77,10,62,0,Green
9,2,29,0.0,75,6,65,0,Green
16,6,12,0.0,96,11,74,0,Green
17,10,34,0.0,84,4,72,0,Green
10,7,77,0.0,80,4,77,0,Green
15,2,59,0.0,87,10,82,2,Orange
13,2,21,0.0,100,6,82,2,Orange
12,6,8,0.0,102,2,80,0,Green
17,77,80,0.37,84,7,81,2,Orange
7,1,7,0.0,84,4,66,0,Green
17,6,17,0.0,80,6,63,0,Green
11,6,59,0.0,59,7,57,0,Green
12,4,13,0.0,87,4,70,0,Green
14,53,66,0.0,89,6,86,4,Black
21,48,85,0.0,75,2,73,0,Green
18,3,38,0.0,80,2,68,0,Green
11,14,12,0.0,93,7,75,0,Green
16,44,63,0.02,87,9,82,2,Orange
7,56,93,0.0,59,2,58,0,Green
14,36,68,0.11,91,7,88,4,Black
17,51,73,0.05,89,5,84,3,Red
14,63,70,0.04,89,7,87,4,Black
16,0,38,0.0,82,6,71,0,Green
16,20,50,0.0,86,5,78,0,Green
14,48,66,0.04,91,7,89,4,Black
14,17,13,0.0,95,15,74,0,Green
11,20,48,0.0,66,8,62,0,Green
21,64,88,0.24,80,2,77,0,Green
12,3,17,0.0,102,6,83,2,Orange
12,29,9,0.0,96,8,75,0,Green
19,8,29,0.0,64,4,52,0,Green
18,37,93,0.0,75,7,74,0,Green
