Local hr,Cloud,Humidity,Precip,Temp,Wind,Wbgt,class,alert color
11,2,25,0.0,93,5,81,1,Yellow
17,68,72,0.46,87,6,83,1,Yellow
13,5,16,0.0,102,5,82,1,Yellow
11,16,77,0.03,86,6,84,2,Orange
11,8,16,0.0,104,4,85,2,Orange
9,1,30,0.0,95,2,84,2,Orange
14,4,8,0.0,109,6,83,1,Yellow
10,3,77,0.0,87,3,85,2,Orange
10,20,73,0.0,89,6,86,3,Red
11,1,12,0.0,100,5,81,1,Yellow
17,4,26,0.0,75,5,61,0,Green
15,2,10,0.0,104,2,81,1,Yellow
15,17,15,0.0,102,4,80,0,Green
13,7,12,0.0,109,5,85,2,Orange
19,70,81,0.0,62,4,60,0,Green
17,29,68,0.0,91,5,85,2,Orange
13,53,77,0.39,87,9,87,3,Red
12,0,15,0.0,100,4,81,1,Yellow
14,5,8,0.0,107,3,82,1,Yellow
11,55,80,0.0,84,4,83,1,Yellow
19,31,78,0.01,86,4,81,1,Yellow
16,57,68,0.06,89,6,85,2,Orange
13,17,63,0.0,84,6,81,1,Yellow
11,37,72,0.0,89,6,86,3,Red
11,2,16,0.0,100,5,82,1,Yellow
8,1,29,0.0,98,2,85,2,Orange
16,24,61,0.0,68,9,63,0,Green
15,85,84,0.01,71,8,69,0,Green
11,34,72,0.01,86,8,84,2,Orange
15,37,64,0.15,93,6,88,3,Red
14,41,70,0.0,89,7,87,3,Red
11,19,67,0.0,84,5,82,1,Yellow
13,9,60,0.0,89,10,85,2,Orange
12,37,73,0.0,89,6,87,3,Red
15,35,70,2.06,87,7,84,2,Orange
11,3,11,0.0,107,9,85,2,Orange
8,21,20,0.0,98,2,82,1,Yellow
18,21,68,0.0,75,2,70,0,Green
13,36,63,0.0,87,8,85,2,Orange
13,8,15,0.0,107,4,85,2,Orange
8,59,50,0.01,87,11,80,0,Green
19,43,90,0.0,64,5,63,0,Green
17,7,16,0.0,86,5,67,0,Green
15,43,60,0.05,89,6,85,2,Orange
9,2,14,0.0,102,2,85,2,Orange
14,30,64,0.0,87,5,82,1,Yellow
15,45,61,0.02,86,4,82,1,Yellow
10,3,11,0.0,105,3,85,2,Orange
9,31,10,0.0,102,7,82,1,Yellow
13,61,68,0.11,89,12,86,3,Red
14,6,9,0.0,105,10,81,1,Yellow
14,87,85,0.56,84,18,82,1,Yellow
15,16,66,0.0,91,8,87,3,Red
12,90,75,0.0,62,3,60,0,Green
13,8,8,0.0,107,3,82,1,Yellow
8,3,34,0.0,62,10,56,0,Green
12,5,12,0.0,109,5,86,3,Red
12,9,15,0.0,102,3,83,1,Yellow
16,6,72,0.0,64,3,60,0,Green
15,18,56,0.0,82,6,77,0,Green
12,5,8,0.0,109,5,85,2,Orange
14,14,9,0.0,111,4,84,2,Orange
17,41,20,0.0,78,6,62,0,Green
13,54,54,0.03,91,10,85,2,Orange
12,2,7,0.0,98,5,76,0,Green
17,70,70,0.27,87,5,82,1,Yellow
18,23,77,0.0,86,6,83,1,Yellow
9,2,24,0.0,95,3,81,1,Yellow
13,8,50,0.0,89,7,84,2,Orange
14,36,70,0.0,86,12,81,1,Yellow
16,1,40,0.0,84,9,74,0,Green
13,24,64,0.0,91,4,88,3,Red
15,5,12,0.0,107,2,83,1,Yellow
18,4,26,0.0,71,6,58,0,Green
8,2,24,0.0,71,3,59,0,Green
13,63,75,0.22,87,7,86,3,Red
19,14,59,0.0,84,2,76,0,Green
13,33,44,0.0,91,7,83,1,Yellow
16,62,61,0.0,87,7,81,1,Yellow
14,2,22,0.0,95,2,78,0,Green
11,46,77,0.19,86,4,84,2,Orange
19,25,75,0.0,86,5,82,1,Yellow
14,42,72,0.05,89,14,87,3,Red
12,8,8,0.0,113,3,88,3,Red
15,6,14,0.0,104,4,81,1,Yellow
15,64,68,0.06,89,12,86,3,Red
13,0,10,0.0,107,3,83,1,Yellow
11,7,13,0.0,109,5,88,3,Red
17,23,70,0.03,89,8,85,2,Orange
12,5,7,0.0,105,2,82,1,Yellow
13,33,82,0.01,86,9,87,3,Red
12,23,68,0.0,89,4,86,3,Red
15,2,54,0.0,77,4,69,0,Green
17,70,70,0.2,89,8,84,2,Orange
11,1,8,0.0,105,5,84,2,Orange
13,15,9,0.0,107,9,81,1,Yellow
16,35,68,0.0,91,5,86,3,Red
11,41,77,0.01,84,3,83,1,Yellow
12,25,48,0.0,89,7,83,1,Yellow
14,68,90,0.03,71,5,70,0,Green
15,26,59,0.02,86,2,82,1,Yellow
12,2,13,0.0,100,3,81,1,Yellow
11,13,44,0.0,91,2,84,2,Orange
12,4,38,0.0,91,6,82,1,Yellow
21,18,79,0.0,80,4,77,0,Green
13,4,39,0.0,89,2,81,1,Yellow
15,8,12,0.0,95,4,73,0,Green
14,10,13,0.0,95,4,75,0,Green
11,3,67,0.0,86,5,83,1,Yellow
11,6,9,0.0,107,9,84,2,Orange
16,40,68,0.32,89,7,84,2,Orange
16,40,79,0.05,89,11,86,3,Red
15,3,27,0.0,89,4,75,0,Green
14,26,52,0.0,87,9,82,1,Yellow
9,1,29,0.0,95,3,83,1,Yellow
17,75,77,0.22,86,5,82,1,Yellow
16,12,19,0.0,100,3,80,0,Green
14,22,60,0.0,93,4,89,3,Red
10,5,8,0.0,107,8,84,2,Orange
11,22,74,0.01,82,3,81,1,Yellow
11,5,9,0.0,109,6,86,3,Red
10,2,12,0.0,107,4,87,3,Red
19,42,80,0.0,86,4,83,1,Yellow
17,59,75,0.01,86,7,82,1,Yellow
15,5,8,0.0,107,3,82,1,Yellow
10,43,75,0.01,89,9,84,2,Orange
16,49,72,0.01,87,7,84,2,Orange
9,7,26,0.0,100,4,87,3,Red
13,52,67,0.02,89,15,86,3,Red
16,62,70,0.06,89,7,84,2,Orange
16,3,19,0.0,89,11,73,0,Green
15,51,62,0.05,91,3,86,3,Red
14,83,74,0.17,89,15,87,3,Red
11,4,9,0.0,109,10,85,2,Orange
10,42,63,0.07,87,8,84,2,Orange
16,35,77,0.25,87,10,85,2,Orange
17,46,70,0.32,87,5,83,1,Yellow
15,42,72,0.09,86,9,84,2,Orange
14,0,17,0.0,102,7,82,1,Yellow
14,4,17,0.0,102,6,82,1,Yellow
12,36,77,0.03,89,9,87,3,Red
13,99,93,0.01,66,7,65,0,Green
12,19,63,0.0,84,6,82,1,Yellow
16,9,8,0.0,98,2,73,0,Green
21,16,79,0.0,82,5,78,0,Green
13,37,72,0.02,89,6,88,3,Red
10,1,29,0.0,96,4,84,2,Orange
15,40,78,0.07,89,12,87,3,Red
10,3,10,0.0,104,2,84,2,Orange
14,7,7,0.0,91,5,69,0,Green
16,51,65,0.05,89,3,84,2,Orange
10,2,11,0.0,107,4,86,3,Red
10,7,12,0.0,104,9,84,2,Orange
15,2,20,0.0,93,3,75,0,Green
12,5,15,0.0,109,3,88,3,Red
13,7,8,0.0,114,6,87,3,Red
17,23,72,0.01,89,6,84,2,Orange
12,6,12,0.0,111,4,87,3,Red
15,13,17,0.0,104,3,83,1,Yellow
15,47,68,0.06,91,7,87,3,Red
15,17,75,0.13,89,7,88,3,Red
10,6,10,0.0,104,3,83,1,Yellow
13,36,72,0.1,91,9,88,3,Red
13,27,70,0.0,89,5,87,3,Red
11,36,64,0.01,75,2,70,0,Green
12,4,9,0.0,95,10,74,0,Green
10,3,12,0.0,104,9,84,2,Orange
13,50,68,0.0,68,8,66,0,Green
14,45,39,0.01,95,8,85,2,Orange
9,4,21,0.0,82,3,68,0,Green
11,4,11,0.0,109,4,86,3,Red
13,2,55,0.0,89,5,84,2,Orange
14,46,60,0.0,91,8,87,3,Red
21,8,19,0.0,84,8,67,0,Green
11,100,100,0.15,59,6,59,0,Green
18,0,24,0.0,75,2,61,0,Green
10,3,65,0.0,84,5,80,0,Green
18,64,74,0.03,86,8,81,1,Yellow
8,6,25,0.0,100,5,85,2,Orange
21,39,88,0.04,82,4,80,0,Green
11,4,8,0.0,102,3,81,1,Yellow
16,0,30,0.0,91,6,77,0,Green
11,16,77,0.0,86,8,84,2,Orange
14,4,10,0.0,100,6,78,0,Green
12,2,15,0.0,93,1,75,0,Green
13,36,75,0.08,89,15,88,3,Red
14,50,70,0.0,89,3,86,3,Red
13,3,53,0.0,89,5,84,2,Orange
14,7,8,0.0,113,11,85,2,Orange
18,14,66,0.06,89,7,84,2,Orange
13,8,77,0.01,89,7,88,3,Red
15,41,64,0.0,91,13,86,3,Red
12,7,7,0.0,111,4,86,3,Red
13,6,60,0.0,93,5,89,3,Red
13,37,70,0.11,89,7,88,3,Red
8,2,13,0.0,100,4,81,1,Yellow
11,56,90,0.1,73,3,73,0,Green
12,6,9,0.0,111,5,86,3,Red
15,62,69,0.1,91,12,86,3,Red
18,17,69,0.0,55,6,52,0,Green
11,25,65,0.0,84,8,79,0,Green
11,4,9,0.0,107,4,84,2,Orange
14,4,7,0.0,113,7,86,3,Red
18,34,74,0.11,87,7,83,1,Yellow
12,3,9,0.0,113,6,88,3,Red
15,48,31,0.0,77,7,65,0,Green
15,26,68,0.02,84,3,81,1,Yellow
18,34,75,0.03,89,9,84,2,Orange
18,15,82,0.19,86,8,84,2,Orange
11,1,18,0.0,98,3,83,1,Yellow
11,8,19,0.0,102,4,85,2,Orange
14,5,38,0.0,95,9,86,3,Red
13,1,37,0.0,84,4,73,0,Green
15,5,37,0.0,93,8,82,1,Yellow
12,4,9,0.0,107,3,83,1,Yellow
13,8,9,0.0,111,4,85,2,Orange
13,33,42,0.01,93,7,86,3,Red
17,23,62,0.02,89,5,83,1,Yellow
10,2,18,0.0,96,6,81,1,Yellow
11,4,10,0.0,111,4,88,3,Red
17,97,100,0.03,75,10,74,0,Green
14,42,62,0.01,91,6,88,3,Red
10,3,9,0.0,107,4,86,3,Red
16,47,74,0.07,86,9,82,1,Yellow
14,54,54,0.0,91,7,85,2,Orange
11,2,15,0.0,104,6,84,2,Orange
18,31,62,0.0,91,4,84,2,Orange
14,43,66,0.01,89,4,86,3,Red
17,8,25,0.0,93,3,76,0,Green
15,30,68,0.0,89,5,86,3,Red
16,45,61,0.05,89,6,83,1,Yellow
17,45,73,0.04,89,12,84,2,Orange
16,6,24,0.0,100,2,81,1,Yellow
10,3,11,0.0,102,3,82,1,Yellow
15,41,73,0.0,89,6,86,3,Red
8,5,15,0.0,93,12,75,0,Green
17,38,68,0.0,89,12,84,2,Orange
13,5,10,0.0,98,7,76,0,Green
15,53,68,0.56,89,4,86,3,Red
11,0,20,0.0,95,3,79,0,Green
11,3,12,0.0,100,2,81,1,Yellow
15,86,82,0.0,73,10,70,0,Green
20,19,82,0.0,71,2,67,0,Green
11,36,82,0.01,86,3,84,2,Orange
11,5,9,0.0,104,2,82,1,Yellow
12,47,57,0.01,89,10,85,2,Orange
11,1,8,0.0,107,4,85,2,Orange
14,4,12,0.0,104,14,81,1,Yellow
16,87,79,0.13,82,6,78,0,Green
19,19,76,0.0,77,7,72,0,Green
15,30,75,0.01,89,9,86,3,Red
11,21,72,0.02,89,5,86,3,Red
14,3,6,0.0,105,4,79,0,Green
8,1,15,0.0,100,4,83,1,Yellow
14,3,77,0.01,89,8,88,3,Red
16,3,18,0.0,89,8,71,0,Green
8,3,14,0.0,104,3,84,2,Orange
11,0,22,0.0,96,5,82,1,Yellow
8,1,39,0.0,93,5,84,2,Orange
11,91,100,0.05,66,7,67,0,Green
15,56,68,0.37,87,8,84,2,Orange
21,22,87,0.0,73,2,70,0,Green
13,58,80,0.06,86,10,84,2,Orange
13,58,72,0.06,87,7,86,3,Red
11,67,75,0.0,64,4,63,0,Green
12,6,66,0.0,86,8,83,1,Yellow
13,79,77,0.08,89,12,87,3,Red
12,1,9,0.0,98,5,78,0,Green
10,1,8,0.0,107,3,85,2,Orange
13,5,8,0.0,109,5,84,2,Orange
15,2,50,0.0,89,6,82,1,Yellow
13,3,12,0.0,107,10,83,1,Yellow
11,1,13,0.0,109,5,87,3,Red
11,21,56,0.0,62,9,59,0,Green
16,46,72,0.08,87,10,84,2,Orange
13,40,68,0.0,91,5,88,3,Red
20,90,64,0.0,68,14,63,0,Green
12,0,65,0.0,68,5,65,0,Green
15,5,8,0.0,111,5,84,2,Orange
10,2,34,0.0,91,3,81,1,Yellow
17,46,68,0.29,89,5,84,2,Orange
20,9,43,0.0,59,4,52,0,Green
17,50,80,0.25,87,12,84,2,Orange
11,8,19,0.0,98,2,83,1,Yellow
18,53,22,0.0,59,2,47,0,Green
18,32,66,0.01,91,3,84,2,Orange
17,4,19,0.0,77,6,61,0,Green
11,5,14,0.0,109,2,87,3,Red
16,1,34,0.0,87,8,75,0,Green
14,3,21,0.0,77,11,64,0,Green
15,50,72,0.05,87,7,85,2,Orange
9,13,18,0.0,100,4,84,2,Orange
16,7,9,0.0,107,6,81,1,Yellow
13,5,10,0.0,107,5,82,1,Yellow
17,43,65,0.05,86,6,81,1,Yellow
13,3,7,0.0,113,5,86,3,Red
12,42,61,0.0,87,6,84,2,Orange
14,35,66,0.01,91,6,89,3,Red
7,1,11,0.0,95,5,76,0,Green
19,11,45,0.0,89,2,78,0,Green
14,52,64,0.01,89,3,86,3,Red
13,99,87,0.06,75,7,73,0,Green
10,1,21,0.0,100,5,84,2,Orange
19,62,77,0.03,86,8,82,1,Yellow
15,28,68,0.09,89,8,85,2,Orange
15,24,66,0.01,89,7,86,3,Red
9,5,11,0.0,107,7,87,3,Red
12,3,8,0.0,107,5,83,1,Yellow
13,6,10,0.0,109,9,84,2,Orange
11,17,77,0.01,86,6,84,2,Orange
13,36,66,0.0,87,7,85,2,Orange
17,53,75,0.17,86,9,82,1,Yellow
12,4,7,0.0,109,3,84,2,Orange
16,56,66,0.21,89,3,84,2,Orange
11,2,12,0.0,109,5,87,3,Red
11,3,18,0.0,105,2,88,3,Red
17,9,72,0.0,91,5,86,3,Red
21,12,84,0.0,73,2,71,0,Green
12,9,15,0.0,89,7,73,0,Green
13,30,65,0.01,86,5,83,1,Yellow
15,35,64,0.23,91,5,86,3,Red
17,93,84,0.01,69,6,67,0,Green
10,15,77,0.0,86,5,84,2,Orange
17,0,28,0.0,80,3,67,0,Green
17,48,56,0.0,91,9,82,1,Yellow
14,67,72,0.0,86,6,84,2,Orange
12,2,20,0.0,100,5,83,1,Yellow
15,32,73,0.04,89,6,86,3,Red
16,60,68,0.01,89,12,85,2,Orange
15,74,70,0.0,82,5,78,0,Green
8,2,26,0.0,80,11,67,0,Green
19,13,21,0.0,64,3,52,0,Green
10,21,82,0.0,75,3,74,0,Green
11,28,80,0.0,86,5,85,2,Orange
18,30,65,0.0,82,5,77,0,Green
18,100,97,0.06,71,9,70,0,Green
15,6,30,0.0,71,9,61,0,Green
12,9,11,0.0,107,7,84,2,Orange
15,8,16,0.0,89,8,69,0,Green
17,17,65,0.0,84,12,77,0,Green
13,36,61,0.0,87,14,84,2,Orange
14,4,37,0.0,93,9,83,1,Yellow
19,88,88,0.04,73,7,71,0,Green
15,5,21,0.0,104,3,85,2,Orange
10,3,13,0.0,107,3,88,3,Red
13,54,68,0.02,86,3,84,2,Orange
17,34,70,0.0,86,11,82,1,Yellow
19,65,77,0.06,87,12,83,1,Yellow
14,5,9,0.0,109,3,83,1,Yellow
11,5,9,0.0,113,6,88,3,Red
18,52,73,0.0,68,6,64,0,Green
14,36,70,0.0,91,6,88,3,Red
12,45,74,0.01,82,3,80,0,Green
18,6,27,0.0,66,5,53,0,Green
15,4,12,0.0,107,3,83,1,Yellow
15,35,68,0.0,91,5,88,3,Red
12,1,15,0.0,102,5,83,1,Yellow
12,3,26,0.0,91,4,78,0,Green
12,5,11,0.0,104,3,82,1,Yellow
8,1,11,0.0,102,8,81,1,Yellow
13,21,63,0.0,86,6,84,2,Orange
14,5,16,0.0,86,12,68,0,Green
12,7,9,0.0,105,3,82,1,Yellow
10,1,25,0.0,100,3,86,3,Red
14,80,88,0.4,73,11,73,0,Green
11,5,11,0.0,105,9,84,2,Orange
13,27,66,0.0,91,9,89,3,Red
18,32,68,0.21,87,5,82,1,Yellow
16,40,68,0.04,87,5,83,1,Yellow
17,3,23,0.0,82,6,66,0,Green
12,1,22,0.0,96,6,81,1,Yellow
10,10,9,0.0,104,2,83,1,Yellow
16,0,50,0.0,91,7,82,1,Yellow
10,98,97,0.0,60,2,60,0,Green
12,5,13,0.0,111,2,88,3,Red
16,46,66,0.0,89,13,84,2,Orange
18,88,78,0.0,62,7,59,0,Green
13,8,18,0.0,98,4,80,0,Green
14,28,70,0.04,89,7,88,3,Red
9,2,25,0.0,84,4,71,0,Green
7,3,13,0.0,102,6,81,1,Yellow
15,5,11,0.0,107,2,84,2,Orange
21,4,71,0.0,82,9,77,0,Green
13,5,15,0.0,109,5,86,3,Red
10,85,97,0.0,66,8,66,0,Green
16,43,55,0.0,89,8,82,1,Yellow
10,9,9,0.0,100,6,80,0,Green
16,69,75,0.16,89,11,85,2,Orange
12,76,75,0.05,86,8,84,2,Orange
13,19,61,0.0,86,6,84,2,Orange
13,30,70,0.0,91,6,88,3,Red
15,42,64,0.11,91,6,87,3,Red
11,3,12,0.0,109,3,88,3,Red
16,39,70,0.06,86,11,82,1,Yellow
17,0,53,0.0,86,4,77,0,Green
15,41,66,0.32,89,5,86,3,Red
13,40,75,0.32,89,14,86,3,Red
10,2,24,0.0,55,5,49,0,Green
14,82,77,0.08,89,11,87,3,Red
11,1,27,0.0,96,8,83,1,Yellow
16,9,17,0.0,80,2,63,0,Green
12,5,42,0.0,82,9,75,0,Green
13,11,58,0.0,86,6,82,1,Yellow
14,35,80,0.0,84,10,84,2,Orange
18,6,18,0.0,87,5,69,0,Green
13,47,57,0.0,89,5,84,2,Orange
12,25,11,0.0,107,10,84,2,Orange
11,16,74,0.0,87,5,85,2,Orange
11,4,13,0.0,109,4,87,3,Red
15,59,90,0.03,71,5,70,0,Green
9,0,29,0.0,95,2,82,1,Yellow
9,6,13,0.0,104,11,83,1,Yellow
14,100,87,0.02,75,7,74,0,Green
11,2,18,0.0,96,5,81,1,Yellow
16,29,62,0.17,91,3,85,2,Orange
13,42,68,0.01,89,3,87,3,Red
10,0,14,0.0,98,1,81,1,Yellow
12,5,16,0.0,100,5,81,1,Yellow
18,48,74,0.23,86,6,82,1,Yellow
10,100,100,0.03,64,8,64,0,Green
17,78,70,0.39,89,7,83,1,Yellow
8,1,12,0.0,93,1,76,0,Green
15,2,22,0.0,93,3,77,0,Green
11,22,75,0.0,89,6,86,3,Red
8,29,50,0.0,87,6,81,1,Yellow
10,2,10,0.0,105,4,85,2,Orange
15,46,66,0.22,91,6,88,3,Red
14,72,79,0.0,84,13,83,1,Yellow
14,5,9,0.0,107,3,81,1,Yellow
13,14,58,0.0,93,5,89,3,Red
14,19,80,0.01,87,9,87,3,Red
13,7,10,0.0,109,8,84,2,Orange
9,2,21,0.0,98,2,84,2,Orange
15,63,71,0.12,89,12,86,3,Red
11,43,80,0.03,86,9,84,2,Orange
11,5,8,0.0,107,6,84,2,Orange
15,14,70,0.0,89,9,87,3,Red
13,16,11,0.0,104,5,81,1,Yellow
13,32,72,0.02,87,7,86,3,Red
13,4,9,0.0,113,6,87,3,Red
11,43,77,0.07,87,5,85,2,Orange
11,3,15,0.0,100,16,81,1,Yellow
13,62,75,0.38,87,9,86,3,Red
12,0,11,0.0,107,4,85,2,Orange
15,52,66,0.44,89,5,85,2,Orange
16,40,71,0.0,89,13,85,2,Orange
19,44,82,0.15,86,9,82,1,Yellow
17,32,70,0.0,91,6,86,3,Red
9,4,40,0.0,95,5,87,3,Red
17,3,20,0.0,71,2,56,0,Green
18,61,77,0.29,86,4,82,1,Yellow
12,25,36,0.0,77,2,69,0,Green
11,12,75,0.0,87,5,85,2,Orange
15,15,38,0.0,93,5,82,1,Yellow
12,18,66,0.01,91,5,89,3,Red
18,68,77,0.09,84,8,81,1,Yellow
11,45,75,0.38,86,8,84,2,Orange
8,45,15,0.0,86,6,70,0,Green
19,44,75,0.19,86,4,82,1,Yellow
14,0,17,0.0,104,6,84,2,Orange
22,51,85,0.0,82,2,79,0,Green
14,6,12,0.0,111,3,86,3,Red
17,47,72,0.01,86,7,82,1,Yellow
13,5,12,0.0,111,3,87,3,Red
20,2,70,0.0,80,5,74,0,Green
14,62,72,0.17,89,6,87,3,Red
16,79,80,0.02,87,11,85,2,Orange
13,41,72,0.18,89,9,88,3,Red
17,12,38,0.0,93,6,80,0,Green
8,17,31,0.0,71,2,60,0,Green
19,31,77,0.11,86,5,81,1,Yellow
10,64,79,0.04,84,12,81,1,Yellow
13,33,75,0.01,86,7,86,3,Red
11,2,7,0.0,104,2,81,1,Yellow
22,98,93,0.01,68,5,67,0,Green
19,48,85,0.12,84,5,81,1,Yellow
19,98,100,0.02,69,8,69,0,Green
9,3,11,0.0,107,7,87,3,Red
11,2,7,0.0,113,5,88,3,Red
11,1,8,0.0,95,5,76,0,Green
13,34,70,0.0,91,5,89,3,Red
17,6,14,0.0,100,2,77,0,Green
13,29,77,0.01,87,5,88,3,Red
14,5,13,0.0,109,2,85,2,Orange
14,39,61,0.0,91,5,87,3,Red
16,49,78,0.02,87,14,84,2,Orange
12,5,16,0.0,100,5,82,1,Yellow
14,5,11,0.0,105,5,82,1,Yellow
15,62,54,0.01,93,13,84,2,Orange
12,20,16,0.0,84,11,67,0,Green
16,43,79,0.12,86,9,85,2,Orange
14,43,70,0.28,89,5,88,3,Red
18,63,72,0.16,89,7,85,2,Orange
16,47,74,0.06,86,9,82,1,Yellow
