Local hr,Cloud,Humidity,Precip,Temp,Wind,Wbgt,class,alert color
15,22,64,0.06,89,3,86,4,Black
15,2,10,0.0,104,2,81,2,Orange
12,22,8,0.0,109,10,84,3,Red
18,24,68,0.01,89,6,83,2,Orange
11,6,11,0.0,107,7,84,3,Red
10,2,9,0.0,107,5,86,4,Black
13,55,76,0.0,71,14,70,0,Green
16,2,48,0.0,86,8,77,0,Green
14,7,35,0.0,91,3,81,2,Orange
11,1,18,0.0,100,3,83,2,Orange
14,22,60,0.0,93,4,89,4,Black
10,4,17,0.0,107,4,89,4,Black
17,0,39,0.0,91,6,80,0,Green
8,7,13,0.0,100,3,81,2,Orange
12,8,13,0.0,109,2,86,4,Black
13,29,72,0.0,82,3,82,2,Orange
11,2,7,0.0,111,5,88,4,Black
11,3,14,0.0,84,4,69,0,Green
12,35,68,0.0,91,5,88,4,Black
14,85,84,1.29,82,15,81,2,Orange
21,11,85,0.0,84,4,82,2,Orange
15,37,56,0.0,87,13,82,2,Orange
10,4,10,0.0,100,5,81,2,Orange
12,4,9,0.0,107,5,83,2,Orange
11,23,75,0.01,86,4,83,2,Orange
12,7,11,0.0,109,6,86,4,Black
11,2,15,0.0,86,13,70,0,Green
10,19,77,0.0,87,6,84,3,Red
19,3,28,0.0,77,5,63,0,Green
15,43,60,0.05,89,6,85,3,Red
11,2,8,0.0,107,5,84,3,Red
14,23,43,0.0,93,8,84,3,Red
12,4,51,0.0,86,3,81,2,Orange
13,36,63,0.0,86,6,82,2,Orange
14,13,12,0.0,107,3,83,2,Orange
16,24,62,0.0,91,4,86,4,Black
14,52,79,0.41,86,9,85,3,Red
14,67,72,0.0,86,6,84,3,Red
10,3,12,0.0,104,2,85,3,Red
18,67,69,0.0,71,3,67,0,Green
13,52,39,0.0,93,2,84,3,Red
11,16,61,0.0,84,6,82,2,Orange
18,8,60,0.0,78,4,72,0,Green
15,36,73,0.03,89,8,86,4,Black
14,5,8,0.0,107,2,82,2,Orange
14,4,7,0.0,113,7,86,4,Black
10,5,31,0.0,93,5,83,2,Orange
10,43,75,0.01,89,9,84,3,Red
19,56,75,0.02,86,4,81,2,Orange
17,73,70,0.56,89,4,84,3,Red
10,8,11,0.0,100,9,81,2,Orange
18,11,72,0.03,89,6,84,3,Red
12,0,11,0.0,102,7,82,2,Orange
11,40,79,0.01,86,6,85,3,Red
14,10,10,0.0,107,3,83,2,Orange
11,8,15,0.0,109,3,89,4,Black
14,32,72,0.0,86,12,84,3,Red
14,11,9,0.0,109,4,83,2,Orange
11,1,8,0.0,105,5,84,3,Red
12,18,67,0.0,84,7,81,2,Orange
11,5,11,0.0,105,9,84,3,Red
10,2,8,0.0,107,5,85,3,Red
10,5,40,0.0,66,3,60,0,Green
13,8,8,0.0,100,10,76,0,Green
20,42,85,0.03,84,10,82,2,Orange
13,2,14,0.0,109,5,86,4,Black
12,29,72,0.0,84,2,82,2,Orange
9,1,17,0.0,82,4,68,0,Green
13,6,12,0.0,111,2,86,4,Black
15,51,71,0.08,91,9,87,4,Black
13,8,13,0.0,111,3,86,4,Black
12,8,10,0.0,109,5,84,3,Red
14,53,68,0.02,89,3,87,4,Black
15,9,13,0.0,89,10,68,0,Green
16,28,65,0.03,91,10,87,4,Black
16,61,68,0.14,89,3,84,3,Red
10,1,8,0.0,107,3,85,3,Red
11,4,11,0.0,111,5,89,4,Black
16,25,70,0.01,89,8,86,4,Black
16,51,74,0.05,86,7,83,2,Orange
12,69,82,0.06,84,13,83,2,Orange
12,5,9,0.0,107,4,84,3,Red
14,49,67,0.76,89,8,86,4,Black
11,5,10,0.0,107,5,84,3,Red
20,60,87,0.07,84,3,81,2,Orange
8,2,15,0.0,98,3,81,2,Orange
17,54,70,0.0,89,5,85,3,Red
11,44,80,0.04,86,3,85,3,Red
8,12,12,0.0,102,11,81,2,Orange
11,3,20,0.0,84,2,72,0,Green
11,0,26,0.0,82,11,71,0,Green
14,42,61,0.0,89,8,85,3,Red
15,12,66,0.01,89,2,85,3,Red
11,6,9,0.0,105,3,83,2,Orange
14,42,63,0.0,89,8,85,3,Red
9,1,30,0.0,95,2,84,3,Red
14,25,66,0.0,91,8,89,4,Black
15,66,72,0.2,86,8,83,2,Orange
22,11,88,0.0,84,4,81,2,Orange
11,2,7,0.0,104,5,82,2,Orange
12,3,8,0.0,111,2,87,4,Black
12,3,14,0.0,84,4,68,0,Green
20,65,90,0.49,80,5,79,0,Green
11,1,21,0.0,96,12,81,2,Orange
16,22,68,0.03,89,8,85,3,Red
11,3,55,0.0,87,4,83,2,Orange
10,5,26,0.0,80,10,69,0,Green
13,5,10,0.0,109,7,84,3,Red
13,3,53,0.0,89,5,84,3,Red
11,6,12,0.0,102,6,81,2,Orange
19,19,84,0.0,62,4,60,0,Green
19,27,80,0.01,86,6,82,2,Orange
21,55,91,0.05,82,3,81,2,Orange
11,5,27,0.0,80,9,69,0,Green
11,2,25,0.0,93,5,81,2,Orange
14,36,66,0.0,91,7,89,4,Black
17,50,68,0.06,91,7,85,3,Red
10,16,83,0.0,84,4,82,2,Orange
9,4,36,0.0,75,5,65,0,Green
14,69,74,0.06,84,13,82,2,Orange
15,19,80,0.0,87,9,86,4,Black
16,38,66,0.52,89,6,84,3,Red
11,2,11,0.0,104,6,84,3,Red
16,78,85,0.05,82,14,81,2,Orange
14,0,45,0.0,80,8,70,0,Green
19,27,82,0.02,80,5,77,0,Green
18,71,70,0.05,86,3,81,2,Orange
14,46,77,0.31,89,13,89,4,Black
13,78,70,0.24,89,12,87,4,Black
11,1,15,0.0,102,4,84,3,Red
13,58,68,0.12,89,8,87,4,Black
14,6,14,0.0,104,6,81,2,Orange
14,35,11,0.0,107,7,82,2,Orange
13,34,72,0.09,89,15,88,4,Black
15,72,77,0.02,84,17,82,2,Orange
16,79,80,0.02,87,11,85,3,Red
11,2,17,0.0,107,5,89,4,Black
11,38,72,0.0,89,5,87,4,Black
18,25,72,0.01,89,5,84,3,Red
12,0,17,0.0,87,7,73,0,Green
11,7,10,0.0,109,5,86,4,Black
19,5,14,0.0,93,6,72,0,Green
13,46,66,0.76,89,8,86,4,Black
14,12,58,0.0,93,6,88,4,Black
14,33,16,0.0,104,11,82,2,Orange
20,47,86,0.0,60,2,58,0,Green
11,3,6,0.0,109,3,85,3,Red
11,0,22,0.0,96,5,82,2,Orange
17,55,75,1.2,87,8,83,2,Orange
19,30,83,0.0,84,5,82,2,Orange
13,6,40,0.0,91,10,82,2,Orange
18,68,82,0.65,78,5,76,0,Green
10,3,9,0.0,107,9,84,3,Red
18,44,72,0.01,86,5,82,2,Orange
15,42,64,0.05,89,4,86,4,Black
11,36,80,0.0,86,5,85,3,Red
13,9,7,0.0,111,5,85,3,Red
12,4,23,0.0,68,7,57,0,Green
12,29,73,0.04,89,5,87,4,Black
12,2,9,0.0,87,6,70,0,Green
12,46,70,0.01,87,2,85,3,Red
15,57,66,0.05,87,7,84,3,Red
17,100,96,0.1,68,5,68,0,Green
11,2,9,0.0,107,5,85,3,Red
14,100,90,0.01,73,7,72,0,Green
16,80,74,0.01,73,7,69,0,Green
12,16,68,0.0,91,5,88,4,Black
8,2,14,0.0,96,4,79,0,Green
15,100,90,0.12,71,6,69,0,Green
13,44,68,0.01,87,8,85,3,Red
12,4,9,0.0,104,5,81,2,Orange
9,19,16,0.0,95,10,79,0,Green
13,3,51,0.0,87,6,82,2,Orange
13,7,60,0.0,91,5,88,4,Black
21,30,80,0.0,82,4,78,0,Green
11,47,80,0.0,84,2,83,2,Orange
11,7,17,0.0,107,3,88,4,Black
18,8,19,0.0,75,3,59,0,Green
10,5,11,0.0,104,5,84,3,Red
13,62,75,0.38,87,9,86,4,Black
13,47,66,0.01,89,4,86,4,Black
18,14,75,0.0,87,9,83,2,Orange
16,14,34,0.0,80,3,67,0,Green
18,4,26,0.0,78,2,64,0,Green
11,3,9,0.0,102,6,81,2,Orange
17,34,79,0.25,86,9,84,3,Red
16,12,13,0.0,98,4,76,0,Green
15,48,72,0.17,87,9,85,3,Red
18,37,64,0.03,89,5,83,2,Orange
10,4,17,0.0,102,5,85,3,Red
8,2,19,0.0,86,3,71,0,Green
11,25,12,0.0,107,5,85,3,Red
15,56,70,0.56,89,3,87,4,Black
19,55,84,0.0,64,6,62,0,Green
11,14,77,0.0,86,8,84,3,Red
15,38,60,0.24,91,3,86,4,Black
15,5,17,0.0,89,2,71,0,Green
16,66,77,0.39,86,9,84,3,Red
11,9,12,0.0,107,5,87,4,Black
8,9,16,0.0,91,4,76,0,Green
14,15,9,0.0,113,2,86,4,Black
12,47,77,0.0,86,2,86,4,Black
18,2,43,0.0,77,5,68,0,Green
14,35,60,0.0,91,3,87,4,Black
20,76,82,0.0,75,1,71,0,Green
15,55,71,0.3,89,9,86,4,Black
14,54,54,0.0,91,7,85,3,Red
11,0,46,0.0,93,2,85,3,Red
16,47,68,0.06,91,7,86,4,Black
11,2,19,0.0,100,5,84,3,Red
7,5,14,0.0,93,9,75,0,Green
12,7,16,0.0,86,4,72,0,Green
16,43,67,0.04,89,8,85,3,Red
13,27,59,0.0,89,5,85,3,Red
11,1,11,0.0,86,5,70,0,Green
13,4,8,0.0,105,2,81,2,Orange
10,26,83,0.0,86,5,84,3,Red
15,42,64,0.11,91,6,87,4,Black
13,54,70,0.02,89,4,86,4,Black
10,3,10,0.0,104,3,84,3,Red
10,7,12,0.0,104,9,84,3,Red
15,8,12,0.0,107,3,83,2,Orange
10,8,83,0.0,84,2,83,2,Orange
14,68,62,0.0,89,5,84,3,Red
8,2,15,0.0,100,3,83,2,Orange
17,34,45,0.0,91,8,81,2,Orange
11,28,74,0.0,84,6,81,2,Orange
15,1,9,0.0,93,4,72,0,Green
12,4,15,0.0,93,7,76,0,Green
14,49,70,0.05,91,14,87,4,Black
14,43,66,0.02,91,4,89,4,Black
8,1,16,0.0,98,5,81,2,Orange
15,11,80,0.0,87,8,87,4,Black
17,27,59,0.0,87,6,80,0,Green
15,40,66,0.0,87,9,84,3,Red
14,47,59,0.0,89,7,86,4,Black
14,72,79,0.0,84,13,83,2,Orange
11,39,80,0.01,87,5,86,4,Black
14,36,70,0.0,91,6,88,4,Black
15,61,66,1.25,89,5,85,3,Red
12,9,51,0.0,89,10,83,2,Orange
14,0,22,0.0,100,8,82,2,Orange
15,56,56,0.0,89,7,84,3,Red
13,23,8,0.0,104,8,79,0,Green
11,4,9,0.0,104,3,83,2,Orange
18,88,87,0.01,66,8,64,0,Green
12,5,8,0.0,109,6,84,3,Red
11,17,70,0.0,87,2,85,3,Red
8,11,18,0.0,100,5,84,3,Red
10,3,10,0.0,104,2,84,3,Red
14,19,68,0.0,89,2,86,4,Black
15,5,9,0.0,102,3,78,0,Green
14,91,84,0.0,77,8,76,0,Green
9,13,26,0.0,75,9,64,0,Green
18,9,13,0.0,95,11,74,0,Green
15,52,62,0.06,91,3,86,4,Black
8,2,25,0.0,86,5,75,0,Green
16,1,49,0.0,91,6,82,2,Orange
15,15,80,0.0,87,10,86,4,Black
16,39,68,0.04,89,6,85,3,Red
16,52,61,0.06,89,3,84,3,Red
11,2,7,0.0,109,5,86,4,Black
21,90,81,0.0,64,2,61,0,Green
11,0,11,0.0,102,7,82,2,Orange
9,2,12,0.0,105,8,85,3,Red
13,15,65,0.02,84,6,82,2,Orange
16,40,75,0.04,86,6,84,3,Red
16,43,15,0.0,87,6,69,0,Green
18,17,68,0.0,86,4,81,2,Orange
14,58,61,0.06,89,9,85,3,Red
14,41,67,0.01,89,7,87,4,Black
17,50,63,0.0,86,6,80,0,Green
17,24,59,0.0,91,5,85,3,Red
20,7,16,0.0,69,3,54,0,Green
12,25,77,0.0,84,7,83,2,Orange
14,25,62,0.0,91,4,87,4,Black
14,1,31,0.0,93,7,81,2,Orange
10,5,10,0.0,102,4,82,2,Orange
14,52,68,0.02,89,4,87,4,Black
12,91,68,0.0,66,3,63,0,Green
13,4,10,0.0,104,5,81,2,Orange
13,27,66,0.0,91,9,89,4,Black
16,29,77,0.0,86,5,84,3,Red
8,2,21,0.0,86,12,73,0,Green
11,12,80,0.02,86,7,85,3,Red
21,53,85,0.01,84,7,81,2,Orange
11,37,59,0.0,86,3,82,2,Orange
17,72,75,0.01,86,9,81,2,Orange
17,83,78,0.02,87,9,84,3,Red
17,9,27,0.0,82,6,67,0,Green
11,3,12,0.0,100,2,81,2,Orange
13,32,68,0.06,89,8,87,4,Black
11,5,11,0.0,107,2,85,3,Red
12,53,77,0.06,86,6,85,3,Red
15,40,55,0.05,87,7,82,2,Orange
15,5,14,0.0,107,2,85,3,Red
10,3,52,0.0,87,8,81,2,Orange
11,15,77,0.0,87,4,86,4,Black
14,61,75,0.01,87,7,86,4,Black
15,0,25,0.0,95,8,79,0,Green
16,5,32,0.0,80,11,67,0,Green
13,2,18,0.0,102,5,83,2,Orange
15,56,71,0.21,89,3,85,3,Red
14,91,88,0.02,82,13,79,0,Green
17,53,75,0.0,84,14,81,2,Orange
15,65,75,0.65,86,7,84,3,Red
11,4,9,0.0,105,4,84,3,Red
14,5,18,0.0,100,5,81,2,Orange
13,21,63,0.0,86,6,84,3,Red
14,43,70,0.28,89,5,88,4,Black
15,49,71,0.09,89,9,86,4,Black
11,4,13,0.0,109,4,87,4,Black
11,3,8,0.0,109,5,85,3,Red
9,2,15,0.0,87,1,73,0,Green
21,56,91,0.47,80,2,77,0,Green
12,33,77,0.0,89,5,88,4,Black
8,4,21,0.0,100,3,84,3,Red
16,1,34,0.0,82,7,69,0,Green
12,6,6,0.0,98,10,74,0,Green
14,29,75,0.0,86,5,86,4,Black
19,1,35,0.0,77,4,66,0,Green
14,2,37,0.0,91,10,82,2,Orange
10,3,14,0.0,109,2,89,4,Black
13,3,7,0.0,102,2,78,0,Green
15,5,14,0.0,91,13,70,0,Green
20,84,90,0.0,69,8,68,0,Green
13,55,70,0.02,86,8,84,3,Red
11,24,68,0.0,89,4,85,3,Red
10,38,85,0.01,86,5,84,3,Red
13,22,68,0.0,73,3,70,0,Green
11,5,9,0.0,109,6,86,4,Black
13,40,62,0.02,91,7,88,4,Black
13,37,73,0.0,89,6,88,4,Black
13,39,72,0.1,84,9,83,2,Orange
8,4,23,0.0,98,3,83,2,Orange
18,28,80,0.28,87,5,84,3,Red
16,41,70,1.81,87,8,84,3,Red
12,21,39,0.0,95,2,86,4,Black
16,40,79,0.05,89,11,86,4,Black
12,25,75,0.0,89,5,87,4,Black
19,69,78,0.0,62,2,59,0,Green
11,3,10,0.0,111,4,89,4,Black
9,2,10,0.0,104,8,84,3,Red
18,91,82,0.03,75,17,71,0,Green
17,10,12,0.0,100,7,78,0,Green
8,5,18,0.0,102,8,84,3,Red
10,16,80,0.0,86,5,84,3,Red
15,45,61,0.02,86,4,82,2,Orange
16,43,79,0.12,86,9,85,3,Red
11,5,8,0.0,107,6,84,3,Red
13,55,70,0.03,89,8,87,4,Black
11,31,72,0.0,84,6,81,2,Orange
15,48,70,0.06,87,9,84,3,Red
14,4,6,0.0,100,7,75,0,Green
12,12,17,0.0,100,5,82,2,Orange
12,6,10,0.0,111,4,87,4,Black
14,19,73,0.01,89,8,88,4,Black
10,3,11,0.0,105,3,85,3,Red
12,8,13,0.0,109,2,87,4,Black
11,5,12,0.0,109,5,86,4,Black
12,11,22,0.0,75,5,64,0,Green
18,43,72,0.06,89,6,84,3,Red
12,18,70,0.0,89,5,88,4,Black
10,3,11,0.0,102,3,82,2,Orange
11,23,68,0.0,89,4,85,3,Red
11,21,56,0.0,62,9,59,0,Green
15,11,50,0.0,89,7,82,2,Orange
13,5,10,0.0,113,6,87,4,Black
13,64,60,0.0,91,9,85,3,Red
17,76,73,0.18,89,10,85,3,Red
15,3,12,0.0,95,7,72,0,Green
10,13,75,0.0,84,5,82,2,Orange
15,44,64,0.02,89,9,85,3,Red
15,33,54,0.0,91,13,85,3,Red
20,42,87,0.25,84,5,81,2,Orange
12,0,20,0.0,102,5,85,3,Red
12,69,79,0.01,82,13,80,0,Green
13,8,9,0.0,107,4,82,2,Orange
10,99,97,0.02,68,4,67,0,Green
14,31,70,0.0,91,6,88,4,Black
10,5,16,0.0,100,4,82,2,Orange
14,48,63,0.02,91,6,87,4,Black
11,3,16,0.0,109,3,89,4,Black
15,26,59,0.02,86,2,82,2,Orange
14,39,65,0.01,89,14,86,4,Black
17,62,70,0.35,89,3,84,3,Red
16,66,65,0.35,91,9,85,3,Red
15,51,71,0.11,89,10,87,4,Black
17,23,72,0.01,89,6,84,3,Red
9,2,16,0.0,75,2,61,0,Green
14,57,74,0.1,89,13,86,4,Black
11,6,14,0.0,107,2,86,4,Black
13,26,65,0.0,86,7,84,3,Red
13,59,75,1.32,89,10,87,4,Black
13,1,43,0.0,89,8,81,2,Orange
15,5,13,0.0,104,3,82,2,Orange
12,0,16,0.0,100,5,82,2,Orange
7,25,73,0.0,66,2,63,0,Green
10,1,9,0.0,107,6,86,4,Black
10,1,8,0.0,105,5,84,3,Red
10,1,29,0.0,96,4,84,3,Red
10,1,11,0.0,104,4,84,3,Red
14,0,18,0.0,91,2,73,0,Green
13,44,53,0.0,86,5,80,0,Green
13,26,59,0.0,86,7,83,2,Orange
16,34,78,0.01,89,6,86,4,Black
12,62,77,0.17,86,5,84,3,Red
16,100,88,1.38,73,25,71,0,Green
15,25,62,0.0,91,4,86,4,Black
15,39,71,0.18,91,15,87,4,Black
16,66,65,0.67,89,5,83,2,Orange
20,28,85,0.01,84,4,81,2,Orange
16,46,72,0.08,87,10,84,3,Red
10,1,10,0.0,109,2,87,4,Black
16,31,73,0.01,89,6,85,3,Red
14,13,14,0.0,107,3,84,3,Red
10,2,11,0.0,104,3,85,3,Red
15,53,80,0.09,87,12,86,4,Black
12,6,8,0.0,109,2,84,3,Red
11,0,12,0.0,93,6,76,0,Green
17,68,73,0.0,68,6,65,0,Green
14,37,60,0.01,91,6,88,4,Black
10,1,9,0.0,105,3,85,3,Red
15,5,34,0.0,93,4,81,2,Orange
18,11,69,0.0,82,1,77,0,Green
15,60,83,0.12,87,16,85,3,Red
17,49,68,0.14,86,9,80,0,Green
15,24,66,0.0,89,4,85,3,Red
13,14,70,0.0,91,6,89,4,Black
17,63,70,0.11,89,7,84,3,Red
13,17,64,0.0,91,4,89,4,Black
15,7,14,0.0,104,4,81,2,Orange
7,2,13,0.0,102,10,81,2,Orange
17,53,70,0.0,89,5,85,3,Red
16,9,75,0.0,89,7,86,4,Black
16,20,43,0.0,64,10,55,0,Green
12,76,75,0.05,86,8,84,3,Red
14,8,9,0.0,105,5,81,2,Orange
12,3,17,0.0,82,5,69,0,Green
15,3,11,0.0,105,2,82,2,Orange
19,7,24,0.0,75,9,60,0,Green
13,7,8,0.0,107,4,82,2,Orange
13,43,75,0.06,87,8,86,4,Black
15,43,64,0.02,89,8,84,3,Red
14,2,11,0.0,84,8,66,0,Green
10,1,72,0.0,84,2,82,2,Orange
13,18,66,0.0,91,6,88,4,Black
12,52,72,0.01,84,3,82,2,Orange
17,49,75,0.06,86,9,81,2,Orange
17,4,13,0.0,89,5,69,0,Green
13,77,75,0.17,89,15,87,4,Black
18,18,20,0.0,91,5,72,0,Green
11,15,10,0.0,104,13,82,2,Orange
10,1,14,0.0,80,3,66,0,Green
13,9,7,0.0,111,13,84,3,Red
9,0,22,0.0,89,1,76,0,Green
11,28,80,0.0,86,5,85,3,Red
17,66,93,0.0,59,7,57,0,Green
11,8,10,0.0,111,4,88,4,Black
10,8,14,0.0,93,9,75,0,Green
14,38,57,0.0,86,7,82,2,Orange
10,18,77,0.02,86,5,84,3,Red
12,4,8,0.0,102,4,79,0,Green
15,9,59,0.0,86,5,81,2,Orange
13,34,73,0.0,89,6,88,4,Black
9,4,40,0.0,95,5,87,4,Black
19,26,80,0.03,86,5,82,2,Orange
11,3,11,0.0,105,3,84,3,Red
18,100,81,0.0,66,5,63,0,Green
18,28,68,0.0,89,3,83,2,Orange
17,56,75,0.12,87,8,83,2,Orange
11,34,72,0.0,89,4,87,4,Black
15,6,9,0.0,107,4,82,2,Orange
13,5,12,0.0,102,13,79,0,Green
15,27,78,0.0,86,5,85,3,Red
15,28,73,0.0,87,5,85,3,Red
14,5,9,0.0,107,9,81,2,Orange
13,0,62,0.0,75,17,69,0,Green
9,1,23,0.0,95,2,81,2,Orange
19,43,78,0.01,86,8,82,2,Orange
13,28,70,0.07,89,7,87,4,Black
13,46,66,0.0,87,7,85,3,Red
16,0,59,0.0,82,17,75,0,Green
18,49,80,0.02,86,12,83,2,Orange
13,23,54,0.0,91,9,85,3,Red
10,1,11,0.0,105,9,84,3,Red
21,42,88,0.01,84,10,81,2,Orange
16,45,61,0.05,89,6,83,2,Orange
11,3,29,0.0,102,5,89,4,Black
10,3,7,0.0,107,4,85,3,Red
11,3,8,0.0,102,5,81,2,Orange
10,1,26,0.0,98,2,85,3,Red
18,64,87,0.65,82,6,81,2,Orange
14,21,73,0.01,89,9,88,4,Black
13,29,77,0.01,87,5,88,4,Black
16,25,63,0.0,89,4,84,3,Red
14,37,61,0.03,89,12,86,4,Black
17,56,72,0.04,89,6,84,3,Red
14,8,13,0.0,104,14,81,2,Orange
21,65,87,0.0,69,5,67,0,Green
10,37,80,0.1,87,9,84,3,Red
14,4,12,0.0,95,6,74,0,Green
12,4,10,0.0,107,5,83,2,Orange
12,5,10,0.0,109,4,85,3,Red
13,10,19,0.0,89,3,73,0,Green
13,23,72,0.0,91,8,89,4,Black
